Kernel name,Computation duration (us),Global size,Local size,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,WORK_GROUP_SIZE_Z,Z_ITERATIONS,INNER_UNROLL_FACTOR,USE_SOA,USE_CONSTANT_MEMORY,VECTOR_SIZE,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_16,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,half_precision_fu_utilization,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
directCoulombSum,27983,1048576,128,32,4,1,16,1,0,0,1,7,30434583,124790334,2,140510096,138412169,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.9443,99.7384,0,4647288832,0,3758096384,1075838976,2269118464,161480704,3145728,374603776,0,1,2.96036,0,0,1,1,1,2,8.65967,100,99.3964,1024,0,64,0,15
directCoulombSum,27915,1048576,128,32,4,1,16,1,1,0,1,7,30112867,124549474,2,146801736,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.942325,99.7931,0,4647288832,0,4227858432,1075838976,2470445056,295698432,3145728,399769600,0,1,2.96812,0,0,1,1,1,2,9.19828,100,99.4344,1024,0,64,0,19
directCoulombSum,28054,1048576,128,32,4,1,16,2,0,0,1,8,35656190,129933362,2,140509656,138412169,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.971826,100.038,0,4647288832,0,2147483648,538968064,1195376640,161480704,3145728,273940480,0,1,2.97045,0,0,1,1,1,2,7.06631,100,99.1746,1024,0,64,0,20
directCoulombSum,27995,1048576,128,32,4,1,16,2,1,0,1,8,35451666,129871079,2,146801880,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.969501,99.6754,0,4647288832,0,2617245696,538968064,1396703232,295698432,3145728,299106304,0,1,2.97006,0,0,1,1,1,2,7.61377,100,99.2441,1024,0,64,0,21
directCoulombSum,27507,1048576,128,32,4,1,16,4,0,0,1,8,34296874,128758918,2,140509688,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.983964,99.7947,0,4647288832,0,1342177280,270532608,658505728,161480704,3145728,223608832,0,1,3.02108,0,0,1,1,1,2,6.39003,100,98.9889,1024,0,64,0,22
directCoulombSum,27375,1048576,128,32,4,1,16,4,1,0,1,8,33444002,128194063,2,146801056,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.982093,99.8525,0,4647288832,0,1811939328,270532608,859832320,295698432,3145728,248774656,0,1,3.04676,0,0,1,1,1,3,6.9876,100,99.0911,1024,0,64,0,23
directCoulombSum,24293,1048576,128,32,4,1,16,8,0,0,1,8,25274298,116934928,2,140509752,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.966848,99.0926,0,4647288832,0,939524096,136314880,658505728,161480704,3145728,206831616,0,1,3.4153,0,0,1,1,1,3,6.3481,100,98.9068,1024,0,64,0,31
directCoulombSum,23572,1048576,128,32,4,1,16,8,1,0,1,8,22654906,114133679,3,146800992,138412169,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.946341,99.6006,0,4647288832,0,1409286144,136314880,859832320,295698432,3145728,231997440,0,1,3.53109,0,0,1,1,1,3,7.4844,100,99.0254,1024,0,64,0,32
directCoulombSum,1539,524288,128,32,4,1,32,0,0,0,1,4,2097214,2064419,1,3145800,2097161,3,18874368,0,0,0,0,0,0,0,0.604897,99.7505,0,4445962240,0,408944640,33554432,67108864,38797312,1572864,156188672,0,8,52.028,0,0,8,1,1,1,73.607,100,99.958,1024,0,0,0,48
directCoulombSum,1903,524288,128,32,4,1,32,0,1,0,1,3,2097190,2064419,1,6291504,2097161,2,18874368,0,0,0,0,0,0,0,0.600466,99.8886,0,4445962240,0,643825664,33554432,167772160,72351744,1572864,167723008,0,7,41.9529,0,0,7,1,1,2,64.7552,100,99.9609,1024,0,0,0,48
directCoulombSum,35315,524288,128,32,4,1,32,1,0,0,1,7,81562068,103370660,2,139461192,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.782007,102.582,0,4479516672,0,3581935616,1074790400,2235564032,89128960,1572864,359333888,0,1,2.27467,0,0,1,1,1,2,6.43844,100,99.6854,1024,0,128,0,15
directCoulombSum,35220,524288,128,32,4,1,32,1,1,0,1,7,84664559,106109448,2,142607904,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.764961,97.2684,0,4479516672,0,3816816640,1074790400,2336227328,156237824,1572864,371916800,0,1,2.24436,0,0,1,1,1,2,6.90475,100,99.696,1024,0,128,0,19
directCoulombSum,43197,524288,128,32,4,1,32,2,0,0,1,8,131280994,134211584,2,139461912,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.955215,99.9226,0,4479516672,0,1971322880,537919488,1161822208,89128960,1572864,258670592,0,1,1.8349,0,0,1,1,1,2,4.2921,100,99.563,1024,0,128,0,20
directCoulombSum,42942,524288,128,32,4,1,32,2,1,0,1,8,131609353,134321801,2,142608200,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.94551,98.8603,0,4479516672,0,2206203904,537919488,1262485504,156237824,1572864,271253504,0,1,1.82963,0,0,1,1,1,2,4.49087,100,99.5832,1024,0,128,0,21
directCoulombSum,43952,524288,128,32,4,1,32,4,0,0,1,8,136004139,137399497,2,139461952,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.987549,99.4103,0,4479516672,0,1166016512,269484032,624951296,89128960,1572864,208338944,0,1,1.78961,0,0,1,1,1,2,3.69769,100,99.4574,1024,0,128,0,22
directCoulombSum,44031,524288,128,32,4,1,32,4,1,0,1,8,135791769,137369069,2,142607992,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.985449,99.4626,0,4479516672,0,1400897536,269484032,725614592,156237824,1572864,220921856,0,1,1.79054,0,0,1,1,1,2,3.86764,100,99.4883,1024,0,128,0,23
directCoulombSum,43713,524288,128,32,4,1,32,8,0,0,1,8,133712092,136883669,2,139461952,138412169,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.979952,99.7155,0,4479516672,0,763363328,135266304,624951296,89128960,1572864,191561728,0,1,1.80241,0,0,1,1,1,2,3.20081,100,99.4099,1024,0,128,0,31
directCoulombSum,43701,524288,128,32,4,1,32,8,1,0,1,8,133606830,136810699,2,142608056,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.976374,99.6719,0,4479516672,0,998244352,135266304,725614592,156237824,1572864,204144640,0,1,1.80297,0,0,1,1,1,2,3.54402,100,99.4462,1024,0,128,0,32
directCoulombSum,43147,524288,128,32,4,1,32,16,0,0,1,8,132121772,135731381,2,139462040,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.982669,99.4162,0,4479516672,0,562036736,68157440,624951296,256901120,1572864,188416000,0,1,1.8189,0,0,1,1,1,2,3.42407,100,99.4,1024,0,128,0,32
directCoulombSum,43343,524288,128,32,4,1,32,16,1,0,1,8,131432609,135058550,2,142607728,138412089,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.978131,99.7945,0,4479516672,0,796917760,68157440,725614592,324009984,1572864,200998912,0,1,1.82831,0,0,1,1,1,2,3.51515,100,99.4376,1024,0,128,0,32
directCoulombSum,10542,16777216,256,32,8,1,1,0,0,0,1,1,2097438,2064431,1,35651880,2097161,10,538968064,0,0,0,0,0,0,0,0.964672,100.004,0,8606711808,0,889192448,117440512,1107296256,1040187392,50331648,372244480,0,3,18.4642,0,0,2,1,1,3,26.5991,100,99.1549,1024,0,0,0,32
directCoulombSum,42181,16777216,256,32,8,1,1,0,1,0,1,1,2098110,2064931,1,136315864,2097161,3,538968064,0,0,0,0,0,0,0,0.893692,99.9942,0,8606711808,0,3724541952,285212672,4328521728,1610612736,50331648,584056832,0,1,4.58517,0,0,1,1,1,3,9.20476,100,99.5512,1024,0,0,0,32
directCoulombSum,5309,8388608,256,32,8,1,2,0,0,0,1,1,2097238,2064539,1,18874544,2097161,10,270532608,0,0,0,0,0,0,0,0.968476,100.205,0,6459228160,0,872415232,142606336,570425344,285212672,25165824,262406144,0,4,25.5354,0,0,3,1,1,3,36.1725,100,99.5005,1024,0,0,0,29
directCoulombSum,21238,8388608,256,32,8,1,2,0,1,0,1,1,2097190,2064451,1,69206296,2097161,3,270532608,0,0,0,0,0,0,0,0.951676,99.9873,0,6459228160,0,1962934272,142606336,2181038080,1073741824,25165824,371458048,0,1,6.31647,0,0,1,1,1,3,11.0697,100,99.6471,1024,0,0,0,32
directCoulombSum,10699,8388608,256,32,8,1,2,1,0,0,1,1,2097190,2073734,5,155189296,138412089,7,406847488,92.8571,0,0,0,0,272629760,136314880,0.982005,99.902,0,6996099072,0,6224347136,1090519040,2743074816,1182793728,25165824,588775424,0,4,13.4203,0,0,2,1,1,6,40.8314,100,96.9279,1024,0,8,0,16
directCoulombSum,24379,8388608,256,32,8,1,2,1,1,0,1,1,2097190,2073759,3,205521096,138412041,3,406847488,79.2683,0,0,0,0,272629760,136314880,0.990143,99.969,0,6996099072,0,9982443520,1090519040,4353687552,2256535552,25165824,790102016,0,2,5.84471,0,0,1,1,1,4,22.686,100,97.7107,1024,0,8,0,19
directCoulombSum,2687,4194304,256,32,8,1,4,0,0,0,1,2,2097190,2064423,1,10485960,2097161,10,136314880,0,0,0,0,0,0,0,0.977426,100.045,0,5385486336,0,541065216,71303168,301989888,163577856,12582912,203030528,0,6,39.5452,0,0,5,1,1,3,55.2437,100,99.6772,1024,0,0,0,32
directCoulombSum,10578,4194304,256,32,8,1,4,0,1,0,1,1,2097190,2064451,1,35651632,2097161,3,136314880,0,0,0,0,0,0,0,0.98528,99.6522,0,5385486336,0,1073741824,71303168,1107296256,696254464,12582912,261488640,0,2,9.89386,0,0,2,1,1,3,15.9771,100,99.7494,1024,0,0,0,32
directCoulombSum,8761,4194304,256,32,8,1,4,1,0,0,1,1,2097190,4323030,6,146800872,138412041,6,272629760,95.5882,0,0,0,0,272629760,136314880,0.987209,100.02,0,5653921792,0,4815060992,1082130432,2470445056,595591168,12582912,466223104,0,4,12.5393,0,0,2,1,1,7,37.4501,100,98.0602,1024,0,16,0,15
directCoulombSum,14010,4194304,256,32,8,1,4,1,1,0,1,1,2097190,4795876,4,171966512,138412041,4,272629760,87.8378,0,0,0,0,272629760,136314880,0.984705,99.9311,0,5653921792,0,6694109184,1082130432,3275751424,1132462080,12582912,566886400,0,3,7.79363,0,0,1,1,1,6,27.5909,100,98.4046,1024,0,16,0,19
directCoulombSum,8226,4194304,256,32,8,1,4,2,0,0,1,1,2097206,3996446,6,146800704,138412041,6,272629760,95.5882,0,0,0,0,272629760,136314880,0.98573,99.922,0,5653921792,0,3204448256,545259520,1396703232,595591168,12582912,365559808,0,3,13.3691,0,0,2,1,1,7,34.4429,100,97.526,1024,0,16,0,20
directCoulombSum,13892,4194304,256,32,8,1,4,2,1,0,1,1,2097190,4201486,4,171966512,138412041,4,272629760,87.8378,0,0,0,0,272629760,136314880,0.991398,99.8997,0,5653921792,0,5083496448,545259520,2202009600,1132462080,12582912,466223104,0,3,7.86282,0,0,1,1,1,6,24.5949,100,98.0602,1024,0,16,0,21
directCoulombSum,1518,2097152,256,32,8,1,8,0,0,0,1,4,2097190,2064419,1,6291504,2097161,9,69206016,0,0,0,0,0,0,0,0.966197,99.4795,0,4848615424,0,362807296,35651584,167772160,174063616,6291456,175177728,0,8,59.9389,0,0,9,1,1,3,83.0666,100,99.8129,1024,0,0,0,32
directCoulombSum,5325,2097152,256,32,8,1,8,0,1,0,1,1,2097190,2064435,1,18874416,2097161,3,69206016,0,0,0,0,0,0,0,0.984581,99.994,0,4848615424,0,629145600,35651584,570425344,306184192,6291456,200212480,0,3,16.8327,0,0,3,1,1,3,25.2845,100,99.8363,1024,0,0,0,32
directCoulombSum,9008,2097152,256,32,8,1,8,1,0,0,1,6,2169362,39096051,6,142607664,138412041,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.968445,99.7188,0,4982833152,0,4110417920,1077936128,2336227328,306184192,6291456,405143552,0,3,10.3033,0,0,2,1,1,6,30.3936,100,98.8839,1024,0,32,0,15
directCoulombSum,9867,2097152,256,32,8,1,8,1,1,0,1,6,2171770,43137823,6,155189296,138412041,4,205520896,92.8571,0,0,0,0,272629760,136314880,0.97496,99.8089,0,4982833152,0,5049942016,1077936128,2738880512,574619648,6291456,455475200,0,3,9.39668,0,0,2,1,1,7,30.7604,100,99.0072,1024,0,32,0,19
directCoulombSum,8512,2097152,256,32,8,1,8,2,0,0,1,7,2173378,40905740,6,142606384,138412041,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.971421,99.9643,0,4982833152,0,2499805184,541065216,1262485504,306184192,6291456,304480256,0,3,10.8633,0,0,2,1,1,7,26.6578,100,98.5149,1024,0,32,0,20
directCoulombSum,9509,2097152,256,32,8,1,8,2,1,0,1,7,2179730,45108239,6,155189856,138412041,4,205520896,92.8571,0,0,0,0,272629760,136314880,0.977106,99.7969,0,4982833152,0,3439329280,541065216,1665138688,574619648,6291456,354811904,0,3,9.76528,0,0,2,1,1,7,27.1903,100,98.7255,1024,0,32,0,21
directCoulombSum,8302,2097152,256,32,8,1,8,4,0,0,1,7,2156886,38444806,6,142606384,138412041,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.976448,99.6854,0,4982833152,0,1694498816,272629760,725614592,306184192,6291456,254148608,0,3,11.1628,0,0,2,1,1,7,24.7338,100,98.2207,1024,0,32,0,22
directCoulombSum,9371,2097152,256,32,8,1,8,4,1,0,1,6,2161818,41092416,6,155189896,138412041,4,205520896,92.8571,0,0,0,0,272629760,136314880,0.976752,99.7853,0,4982833152,0,2634022912,272629760,1128267776,574619648,6291456,304480256,0,3,9.8894,0,0,2,1,1,7,25.1181,100,98.5149,1024,0,32,0,23
directCoulombSum,1547,1048576,256,32,8,1,16,0,0,0,1,4,2097190,2064419,1,4194352,2097161,5,35651584,0,0,0,0,0,0,0,0.961569,99.8466,0,4580179968,0,515899392,67108864,100663296,46137344,3145728,166166528,0,8,54.3074,0,0,8,1,1,2,76.6031,100,99.9211,1024,0,0,0,32
directCoulombSum,2772,1048576,256,32,8,1,16,0,1,0,1,2,2097190,2064435,1,10485808,2097161,3,35651584,0,0,0,0,0,0,0,0.738101,99.164,0,4580179968,0,918552576,67108864,301989888,790626304,3145728,208306176,0,6,29.8721,0,0,5,1,1,3,58.2119,100,99.9371,1024,0,0,0,40
directCoulombSum,28092,1048576,256,32,8,1,16,1,0,0,1,7,30534058,124607580,2,140509528,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.948226,100.537,0,4647288832,0,3758096384,1075838976,2269118464,161480704,3145728,374603776,0,1,2.9601,0,0,1,1,1,2,8.59018,100,99.3964,1024,0,64,0,15
directCoulombSum,28166,1048576,256,32,8,1,16,1,1,0,1,7,30455322,124716908,2,146801344,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.945102,99.955,0,4647288832,0,4227858432,1075838976,2470445056,295698432,3145728,399769600,0,1,2.95695,0,0,1,1,1,2,9.14894,100,99.4344,1024,0,64,0,19
directCoulombSum,28147,1048576,256,32,8,1,16,2,0,0,1,8,35962867,130076121,2,140509248,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.972101,99.5181,0,4647288832,0,2147483648,538968064,1195376640,161480704,3145728,273940480,0,1,2.95741,0,0,1,1,1,2,7.07216,100,99.1746,1024,0,64,0,20
directCoulombSum,28015,1048576,256,32,8,1,16,2,1,0,1,8,35588610,129895989,2,146800688,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.97016,99.5401,0,4647288832,0,2617245696,538968064,1396703232,295698432,3145728,299106304,0,1,2.96341,0,0,1,1,1,2,7.60714,100,99.2441,1024,0,64,0,21
directCoulombSum,27540,1048576,256,32,8,1,16,4,0,0,1,8,34411938,128648499,2,140509992,138412169,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.983103,99.9298,0,4647288832,0,1342177280,270532608,658505728,161480704,3145728,223608832,0,1,3.01862,0,0,1,1,1,2,6.37631,100,98.9889,1024,0,64,0,22
directCoulombSum,27410,1048576,256,32,8,1,16,4,1,0,1,8,33593858,128301011,2,146801104,138412169,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.979456,99.2066,0,4647288832,0,1811939328,270532608,859832320,295698432,3145728,248774656,0,1,3.03192,0,0,1,1,1,3,6.99895,100,99.0911,1024,0,64,0,23
directCoulombSum,24476,1048576,256,32,8,1,16,8,0,0,1,8,25674362,116831376,2,140510248,138412041,2,171966464,97.7444,0,0,0,0,272629760,136314880,0.970787,99.8452,0,4647288832,0,939524096,136314880,658505728,161480704,3145728,206831616,0,1,3.4069,0,0,1,1,1,3,6.28489,100,98.9068,1024,0,64,0,31
directCoulombSum,23831,1048576,256,32,8,1,16,8,1,0,1,8,22717118,114048037,3,146801304,138412041,2,171966464,95.5882,0,0,0,0,272629760,136314880,0.951579,99.8509,0,4647288832,0,1409286144,136314880,859832320,295698432,3145728,231997440,0,1,3.51755,0,0,1,1,1,3,7.43716,100,99.0254,1024,0,64,0,32
directCoulombSum,1572,524288,256,32,8,1,32,0,0,0,1,4,2097190,2064419,1,3145784,2097161,3,18874368,0,0,0,0,0,0,0,0.601961,99.5583,0,4445962240,0,408944640,33554432,67108864,38797312,1572864,156188672,0,7,50.8402,0,0,8,1,1,1,72.0654,100,99.958,1024,0,0,0,48
directCoulombSum,1887,524288,256,32,8,1,32,0,1,0,1,3,2097190,2064719,1,6291656,2097161,2,18874368,0,0,0,0,0,0,0,0.597089,99.8749,0,4445962240,0,643825664,33554432,167772160,72351744,1572864,167723008,0,7,42.1824,0,0,7,1,1,3,65.1184,100,99.9609,1024,0,0,0,48
directCoulombSum,35087,524288,256,32,8,1,32,1,0,0,1,7,81026401,103513706,2,139460656,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.760267,98.7675,0,4479516672,0,3581935616,1074790400,2235564032,89128960,1572864,359333888,0,1,2.2888,0,0,1,1,1,2,6.72873,100,99.6854,1024,0,128,0,15
directCoulombSum,34417,524288,256,32,8,1,32,1,1,0,1,8,86827975,106574219,2,142607816,138412169,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.777244,98.4467,0,4479516672,0,3816816640,1074790400,2336227328,156237824,1572864,371916800,0,1,2.19845,0,0,1,1,1,2,6.68262,100,99.696,1024,0,128,0,19
directCoulombSum,43003,524288,256,32,8,1,32,2,0,0,1,8,133025574,135432359,2,139461248,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.957811,98.9742,0,4479516672,0,1971322880,537919488,1161822208,89128960,1572864,258670592,0,1,1.81345,0,0,1,1,1,2,4.28262,100,99.563,1024,0,128,0,20
directCoulombSum,43208,524288,256,32,8,1,32,2,1,0,1,8,131206705,133833341,2,142606712,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.94202,98.6898,0,4479516672,0,2206203904,537919488,1262485504,156237824,1572864,271253504,0,1,1.837,0,0,1,1,1,2,4.5168,100,99.5832,1024,0,128,0,21
directCoulombSum,44097,524288,256,32,8,1,32,4,0,0,1,8,136133407,137548522,2,139461616,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.985698,99.4366,0,4479516672,0,1166016512,269484032,624951296,89128960,1572864,208338944,0,1,1.78857,0,0,1,1,1,2,3.69462,100,99.4574,1024,0,128,0,22
directCoulombSum,44066,524288,256,32,8,1,32,4,1,0,1,8,135975159,137501697,2,142607152,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.985415,99.3757,0,4479516672,0,1400897536,269484032,725614592,156237824,1572864,220921856,0,1,1.78931,0,0,1,1,1,2,3.86841,100,99.4883,1024,0,128,0,23
directCoulombSum,43817,524288,256,32,8,1,32,8,0,0,1,8,133979609,136910568,2,139461528,138412041,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.97994,99.517,0,4479516672,0,763363328,135266304,624951296,89128960,1572864,191561728,0,1,1.79951,0,0,1,1,1,2,3.20208,100,99.4099,1024,0,128,0,31
directCoulombSum,43749,524288,256,32,8,1,32,8,1,0,1,8,133617788,137001785,2,142606792,138412169,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.978039,99.6573,0,4479516672,0,998244352,135266304,725614592,156237824,1572864,204144640,0,1,1.80242,0,0,1,1,1,2,3.54349,100,99.4462,1024,0,128,0,32
directCoulombSum,43396,524288,256,32,8,1,32,16,0,0,1,8,132990320,136297273,2,139460904,138412169,1,155189248,98.1132,0,0,0,0,272629760,136314880,0.98497,99.2262,0,4479516672,0,562036736,68157440,624951296,256901120,1572864,188416000,0,1,1.8111,0,0,1,1,1,2,3.41596,100,99.4,1024,0,128,0,32
directCoulombSum,43595,524288,256,32,8,1,32,16,1,0,1,8,133521589,136433744,2,142607072,138412041,1,155189248,97.0149,0,0,0,0,272629760,136314880,0.980816,99.2043,0,4479516672,0,796917760,68157440,725614592,324009984,1572864,200998912,0,1,1.80631,0,0,1,1,1,2,3.49356,100,99.4376,1024,0,128,0,32
