Kernel name,Computation duration (us),Global size,Local size,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,WORK_GROUP_SIZE_Z,Z_ITERATIONS,INNER_UNROLL_FACTOR,USE_SOA,USE_CONSTANT_MEMORY,VECTOR_SIZE,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
directCoulombSum,43599,1048576,128,32,4,1,16,1,1,0,1,1,2876170,2129925,4,147579910,138412034,5,171966464,95.5882,0,0,0,0,272629760,136314880,0.989407,99.9495,4647288832,0,4227858432,1073741824,2470445056,228589568,3145728,397574144,3,11.2351,0,0,2,1,1,8,34.7615,100,99.4395,1024,0,64,0,19
directCoulombSum,41585,1048576,128,32,4,1,16,2,0,0,1,1,2616566,2130831,4,141028516,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.991849,99.9355,4647288832,0,2147483648,536870912,1195376640,161480704,3145728,273842176,3,11.7738,0,0,2,1,1,8,28.0429,100,99.1863,1024,0,64,0,20
directCoulombSum,43577,1048576,128,32,4,1,16,2,1,0,1,1,2746314,2143427,4,147579643,138412034,5,171966464,95.5882,0,0,0,0,272629760,136314880,0.989396,99.8363,4647288832,0,2617245696,536870912,1396703232,228589568,3145728,296910848,3,11.2002,0,0,2,1,1,8,28.6671,100,99.2495,1024,0,64,0,21
directCoulombSum,42836,1048576,128,32,4,1,16,4,0,0,1,1,2876392,2166618,4,141288382,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.987245,99.9455,4647288832,0,1342177280,268435456,658505728,161480704,3145728,223510528,2,11.428,0,0,2,1,1,7,22.0919,100,99.0031,1024,0,64,0,22
directCoulombSum,45192,1048576,128,32,4,1,16,4,1,0,1,1,2746244,2167197,4,147449700,138412034,4,171966464,95.5882,0,0,0,0,272629760,136314880,0.9883,99.9825,4647288832,0,1811939328,268435456,859832320,228589568,3145728,246579200,3,10.834,0,0,2,1,1,8,22.8784,100,99.0963,1024,0,64,0,24
directCoulombSum,42907,1048576,128,32,4,1,16,8,0,0,1,1,2616686,2185388,4,141158452,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.970618,99.9711,4647288832,0,939524096,134217728,658505728,161480704,3145728,206733312,2,11.4119,0,0,2,1,1,7,22.0551,100,98.9222,1024,0,64,0,31
directCoulombSum,45280,1048576,128,32,4,1,16,8,1,0,1,1,2876182,2212070,4,147579542,138412034,4,171966464,95.5882,0,0,0,0,272629760,136314880,0.9795,99.9822,4647288832,0,1409286144,134217728,859832320,228589568,3145728,229801984,2,10.814,0,0,2,1,1,8,22.8362,100,99.0304,1024,0,64,0,32
directCoulombSum,8613,524288,128,32,4,1,32,0,0,0,1,3,2219408,2101210,1,3275872,2097154,3,18874368,0,0,0,0,0,0,0,0.613061,99.8877,4445962240,0,408944640,34603008,67108864,38797312,1572864,156237824,8,53.7597,0,0,9,1,1,2,75.3305,100,99.9476,1024,0,0,0,48
directCoulombSum,9011,524288,128,32,4,1,32,0,1,0,1,2,2356914,2097134,1,6551202,2097154,3,18874368,0,0,0,0,0,0,0,0.612979,99.9597,4445962240,0,643825664,34603008,167772160,72351744,1572864,167772160,8,51.3659,0,0,8,1,1,3,79.2435,100,99.9512,1024,0,0,0,48
directCoulombSum,40750,524288,128,32,4,1,32,1,0,0,1,5,2635786,45243356,4,140109668,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.995675,99.7951,4479516672,0,3581935616,1073741824,2235564032,89128960,1572864,359284736,3,11.4232,0,0,2,1,1,8,33.2301,100,99.6899,1024,0,128,0,15
directCoulombSum,41578,524288,128,32,4,1,32,1,1,0,1,5,2903914,45507240,4,143385438,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.998545,99.8113,4479516672,0,3816816640,1073741824,2336227328,122683392,1572864,370819072,3,11.2212,0,0,2,1,1,8,33.6361,100,99.6996,1024,0,128,0,19
directCoulombSum,41522,524288,128,32,4,1,32,2,0,0,1,5,2891444,44123716,4,140239518,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.994226,99.8747,4479516672,0,1971322880,536870912,1161822208,89128960,1572864,258621440,3,11.1901,0,0,2,1,1,8,26.1803,100,99.5692,1024,0,128,0,20
directCoulombSum,42453,524288,128,32,4,1,32,2,1,0,1,5,2889294,43812752,4,143385526,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.993156,99.8869,4479516672,0,2206203904,536870912,1262485504,122683392,1572864,270155776,3,10.9525,0,0,2,1,1,8,26.5996,100,99.5876,1024,0,128,0,21
directCoulombSum,42539,524288,128,32,4,1,32,4,0,0,1,4,2626718,36158355,4,140012968,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.989729,99.987,4479516672,0,1166016512,268435456,624951296,89128960,1572864,208289792,2,10.9324,0,0,2,1,1,7,20.3881,100,99.4651,1024,0,128,0,22
directCoulombSum,43740,524288,128,32,4,1,32,4,1,0,1,4,2888850,37537028,4,143385118,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.99146,99.9726,4479516672,0,1400897536,268435456,725614592,122683392,1572864,219824128,2,10.6351,0,0,2,1,1,8,20.8408,100,99.4932,1024,0,128,0,24
directCoulombSum,42629,524288,128,32,4,1,32,8,0,0,1,4,2895816,31968235,4,140239678,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.986866,99.9737,4479516672,0,763363328,134217728,624951296,89128960,1572864,191512576,2,10.8981,0,0,2,1,1,7,20.327,100,99.4183,1024,0,128,0,31
directCoulombSum,43872,524288,128,32,4,1,32,8,1,0,1,4,2898490,33873062,4,143385798,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.987766,99.9673,4479516672,0,998244352,134217728,725614592,122683392,1572864,203046912,2,10.5921,0,0,2,1,1,8,20.7576,100,99.4513,1024,0,128,0,32
directCoulombSum,42676,524288,128,32,4,1,32,16,0,0,1,3,2883516,21787397,4,140240070,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.982635,99.7775,4479516672,0,562036736,67108864,624951296,256901120,1572864,188366848,2,10.894,0,0,2,1,1,7,19.9122,100,99.4085,1024,0,128,0,32
directCoulombSum,43910,524288,128,32,4,1,32,16,1,0,1,2,2757102,18378166,4,143385190,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.974317,99.7887,4479516672,0,796917760,67108864,725614592,290455552,1572864,199901184,2,10.6055,0,0,2,1,1,8,20.1353,100,99.4427,1024,0,128,0,32
directCoulombSum,56652,16777216,256,32,8,1,1,0,0,0,1,1,2876076,2095150,1,36560102,2097154,10,538968064,0,0,0,0,0,0,0,0.973619,99.9922,8606711808,0,889192448,117440512,1107296256,1056964608,50331648,372768768,3,20.1446,0,0,2,1,1,3,29.1188,100,99.1561,1024,0,0,0,32
directCoulombSum,77502,16777216,256,32,8,1,1,0,1,0,1,1,3395210,2097154,1,137613186,2097154,8,538968064,0,0,0,0,0,0,0,0.806867,99.9959,8606711808,0,3724541952,285212672,4328521728,1291845632,50331648,574095360,3,14.7306,0,0,1,1,1,8,28.8964,100,99.5434,1024,0,0,0,32
directCoulombSum,28485,8388608,256,32,8,1,2,0,0,0,1,1,2486696,2093226,1,19264082,2097154,10,270532608,0,0,0,0,0,0,0,0.972774,99.9951,6459228160,0,872415232,159383552,570425344,260046848,25165824,262406144,4,27.7953,0,0,3,1,1,3,39.3587,100,99.4006,1024,0,0,0,31
directCoulombSum,39396,8388608,256,32,8,1,2,0,1,0,1,1,2616420,2097146,1,69854956,2097154,8,270532608,0,0,0,0,0,0,0,0.866087,99.9883,6459228160,0,1962934272,159383552,2181038080,1065353216,25165824,371982336,4,20.0535,0,0,2,1,1,8,35.2455,100,99.5772,1024,0,0,0,32
directCoulombSum,56230,8388608,256,32,8,1,2,1,0,0,1,1,3130430,2101782,3,156228000,138412034,8,406847488,92.8571,0,0,0,0,272629760,136314880,0.967672,99.9949,6996099072,0,6224347136,1073741824,2743074816,1174405120,25165824,587726848,4,14.8614,0,0,2,1,1,7,45.221,100,96.967,1024,0,8,0,16
directCoulombSum,65758,8388608,256,32,8,1,2,1,1,0,1,1,3051420,2099774,3,206475408,138412034,7,406847488,79.2683,0,0,0,0,272629760,136314880,0.949995,99.9908,6996099072,0,9982443520,1073741824,4353687552,1711276032,25165824,772276224,5,12.7163,0,0,2,1,1,9,49.3455,100,97.6918,1024,0,8,0,19
directCoulombSum,14444,4194304,256,32,8,1,4,0,0,0,1,2,2356912,2095094,1,10745506,2097154,10,136314880,0,0,0,0,0,0,0,0.975994,99.9842,5385486336,0,541065216,79691776,301989888,159383552,12582912,203292672,6,42.7162,0,0,5,1,1,3,59.7554,100,99.6132,1024,0,0,0,32
directCoulombSum,19896,4194304,256,32,8,1,4,0,1,0,1,1,2356914,2097102,2,36041066,2097154,8,136314880,0,0,0,0,0,0,0,0.896487,99.9783,5385486336,0,1073741824,79691776,1107296256,423624704,12582912,253362176,5,30.9324,0,0,4,1,1,8,50.9222,100,99.6896,1024,0,0,0,32
directCoulombSum,44867,4194304,256,32,8,1,4,1,0,0,1,1,2797896,2100738,4,147579614,138412034,7,272629760,95.5882,0,0,0,0,272629760,136314880,0.987834,99.9893,5653921792,0,4815060992,1073741824,2470445056,595591168,12582912,465829888,4,14.2296,0,0,2,1,1,8,42.5251,100,98.0867,1024,0,16,0,16
directCoulombSum,50282,4194304,256,32,8,1,4,1,1,0,1,1,2876006,2100670,4,172745318,138412034,6,272629760,87.8378,0,0,0,0,272629760,136314880,0.987684,99.993,5653921792,0,6694109184,1073741824,3275751424,864026624,12582912,558104576,4,12.6903,0,0,2,1,1,9,44.8834,100,98.403,1024,0,16,0,19
directCoulombSum,43619,4194304,256,32,8,1,4,2,0,0,1,1,2669718,2099958,4,147449708,138412034,7,272629760,95.5882,0,0,0,0,272629760,136314880,0.989377,99.9753,5653921792,0,3204448256,536870912,1396703232,595591168,12582912,365166592,4,14.6245,0,0,2,1,1,8,37.6713,100,97.5592,1024,0,16,0,20
directCoulombSum,52691,4194304,256,32,8,1,4,2,1,0,1,1,2876142,2099258,4,172745547,138412034,6,272629760,87.8378,0,0,0,0,272629760,136314880,0.982081,99.9892,5653921792,0,5083496448,536870912,2202009600,864026624,12582912,457441280,4,12.1066,0,0,2,1,1,9,37.8472,100,98.0516,1024,0,16,0,21
directCoulombSum,8853,2097152,256,32,8,1,8,0,0,0,1,2,2097454,2093090,1,6291744,2097154,9,69206016,0,0,0,0,0,0,0,0.915602,99.961,4848615424,0,362807296,39845888,167772160,171966464,6291456,175308800,8,59.8196,0,0,9,1,1,3,81.2936,100,99.7757,1024,0,0,0,32
directCoulombSum,10812,2097152,256,32,8,1,8,0,1,0,1,2,2227232,2093106,2,19004552,2097154,7,69206016,0,0,0,0,0,0,0,0.964618,99.9326,4848615424,0,629145600,39845888,570425344,304087040,6291456,200343552,7,48.9291,0,0,7,1,1,7,74.5881,100,99.8037,1024,0,0,0,32
directCoulombSum,41566,2097152,256,32,8,1,8,1,0,0,1,1,2876348,2106962,4,143385222,138412034,6,205520896,97.0149,0,0,0,0,272629760,136314880,0.993825,99.9588,4982833152,0,4110417920,1073741824,2336227328,306184192,6291456,404946944,4,12.9878,0,0,2,1,1,8,38.2273,100,98.8995,1024,0,32,0,15
directCoulombSum,44255,2097152,256,32,8,1,8,1,1,0,1,1,2875922,2106926,4,155968030,138412034,5,205520896,92.8571,0,0,0,0,272629760,136314880,0.993222,99.9632,4982833152,0,5049942016,1073741824,2738880512,440401920,6291456,451084288,4,12.1808,0,0,2,1,1,9,39.7882,100,99.0121,1024,0,32,0,19
directCoulombSum,42200,2097152,256,32,8,1,8,2,0,0,1,1,2616622,2103066,4,143255500,138412034,6,205520896,97.0149,0,0,0,0,272629760,136314880,0.989081,99.9364,4982833152,0,2499805184,536870912,1262485504,306184192,6291456,304283648,3,12.7692,0,0,2,1,1,8,31.35,100,98.5354,1024,0,32,0,20
directCoulombSum,46482,2097152,256,32,8,1,8,2,1,0,1,1,2853490,2106122,4,155968214,138412034,5,205520896,92.8571,0,0,0,0,272629760,136314880,0.985591,99.955,4982833152,0,3439329280,536870912,1665138688,440401920,6291456,350420992,3,11.5954,0,0,2,1,1,8,32.2266,100,98.7283,1024,0,32,0,21
directCoulombSum,43589,2097152,256,32,8,1,8,4,0,0,1,1,2876208,2106947,4,143385550,138412034,5,205520896,97.0149,0,0,0,0,272629760,136314880,0.977546,99.9823,4982833152,0,1694498816,268435456,725614592,306184192,6291456,253952000,3,12.364,0,0,2,1,1,8,25.3067,100,98.2452,1024,0,32,0,22
directCoulombSum,48433,2097152,256,32,8,1,8,4,1,0,1,1,2841244,2104986,4,156028404,138412034,5,205520896,92.8571,0,0,0,0,272629760,136314880,0.980392,99.9361,4982833152,0,2634022912,268435456,1128267776,440401920,6291456,300089344,3,11.1261,0,0,2,1,1,8,26.4097,100,98.515,1024,0,32,0,24
directCoulombSum,9101,1048576,256,32,8,1,16,0,0,0,1,2,2097454,2093090,1,4194592,2097154,5,35651584,0,0,0,0,0,0,0,0.931594,99.8828,4580179968,0,515899392,69206016,100663296,46137344,3145728,166264832,8,53.3112,0,0,8,1,1,2,75.2036,100,99.9015,1024,0,0,0,32
directCoulombSum,9796,1048576,256,32,8,1,16,0,1,0,1,2,2356914,2097134,1,10745506,2097154,4,35651584,0,0,0,0,0,0,0,0.714148,99.9572,4580179968,0,918552576,69206016,301989888,185597952,3145728,189497344,8,49.5825,0,0,8,1,1,5,84.6288,100,99.9135,1024,0,0,0,40
directCoulombSum,40824,1048576,256,32,8,1,16,1,0,0,1,1,2616674,2148869,4,141158252,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.991857,99.9492,4647288832,0,3758096384,1073741824,2269118464,161480704,3145728,374505472,4,12.0101,0,0,2,1,1,8,35.0643,100,99.405,1024,0,64,0,15
directCoulombSum,43361,1048576,256,32,8,1,16,1,1,0,1,1,2616816,2132280,4,147320636,138412034,5,171966464,95.5882,0,0,0,0,272629760,136314880,0.985972,99.853,4647288832,0,4227858432,1073741824,2470445056,228589568,3145728,397574144,4,11.2784,0,0,2,1,1,8,34.9292,100,99.4395,1024,0,64,0,19
directCoulombSum,41651,1048576,256,32,8,1,16,2,0,0,1,1,2876212,2157247,4,141288262,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.990897,99.9491,4647288832,0,2147483648,536870912,1195376640,161480704,3145728,273842176,3,11.7565,0,0,2,1,1,8,27.9978,100,99.1863,1024,0,64,0,20
directCoulombSum,43660,1048576,256,32,8,1,16,2,1,0,1,1,2876254,2160773,4,147579830,138412034,5,171966464,95.5882,0,0,0,0,272629760,136314880,0.989999,99.9815,4647288832,0,2617245696,536870912,1396703232,228589568,3145728,296910848,3,11.221,0,0,2,1,1,8,28.6786,100,99.2495,1024,0,64,0,21
directCoulombSum,42844,1048576,256,32,8,1,16,4,0,0,1,1,2639690,2179596,4,141158252,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.983313,99.9772,4647288832,0,1342177280,268435456,658505728,161480704,3145728,223510528,2,11.4279,0,0,2,1,1,7,22.0847,100,99.0031,1024,0,64,0,22
directCoulombSum,45212,1048576,256,32,8,1,16,4,1,0,1,1,2876338,2168995,4,147579974,138412034,4,171966464,95.5882,0,0,0,0,272629760,136314880,0.985348,99.9645,4647288832,0,1811939328,268435456,859832320,228589568,3145728,246579200,3,10.8288,0,0,2,1,1,8,22.8716,100,99.0963,1024,0,64,0,24
directCoulombSum,42922,1048576,256,32,8,1,16,8,0,0,1,1,2616518,2178390,4,141158252,138412034,5,171966464,97.7444,0,0,0,0,272629760,136314880,0.982251,99.9585,4647288832,0,939524096,134217728,658505728,161480704,3145728,206733312,2,11.4056,0,0,2,1,1,7,22.0458,100,98.9222,1024,0,64,0,31
directCoulombSum,45317,1048576,256,32,8,1,16,8,1,0,1,1,2746512,2175081,4,147450108,138412034,4,171966464,95.5882,0,0,0,0,272629760,136314880,0.987745,99.8743,4647288832,0,1409286144,134217728,859832320,228589568,3145728,229801984,2,10.7942,0,0,2,1,1,8,22.819,100,99.0304,1024,0,64,0,32
directCoulombSum,8666,524288,256,32,8,1,32,0,0,0,1,2,2163654,2099178,1,3275944,2097154,3,18874368,0,0,0,0,0,0,0,0.601659,99.9099,4445962240,0,408944640,34603008,67108864,38797312,1572864,156237824,8,53.4754,0,0,9,1,1,2,74.9155,100,99.9476,1024,0,0,0,48
directCoulombSum,9107,524288,256,32,8,1,32,0,1,0,1,2,2097456,2097142,1,6421480,2097154,3,18874368,0,0,0,0,0,0,0,0.604155,99.931,4445962240,0,643825664,34603008,167772160,72351744,1572864,167772160,8,50.9631,0,0,8,1,1,3,78.6447,100,99.9512,1024,0,0,0,48
directCoulombSum,40571,524288,256,32,8,1,32,1,0,0,1,5,2631706,44968371,4,139980084,138412034,5,155189248,98.1132,0,0,0,0,272629760,136314880,0.99676,99.711,4479516672,0,3581935616,1073741824,2235564032,89128960,1572864,359284736,3,11.4885,0,0,2,1,1,8,33.4481,100,99.6899,1024,0,128,0,15
directCoulombSum,41375,524288,256,32,8,1,32,1,1,0,1,5,2906250,45236694,4,143385819,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.996862,99.3109,4479516672,0,3816816640,1073741824,2336227328,122683392,1572864,370819072,3,11.1975,0,0,2,1,1,8,33.7343,100,99.6996,1024,0,128,0,19
directCoulombSum,41582,524288,256,32,8,1,32,2,0,0,1,5,2895152,44245090,4,140239998,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.991968,99.9595,4479516672,0,1971322880,536870912,1161822208,89128960,1572864,258621440,3,11.1631,0,0,2,1,1,8,26.0948,100,99.5692,1024,0,128,0,20
directCoulombSum,42531,524288,256,32,8,1,32,2,1,0,1,5,2888958,43622340,4,143385126,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.993036,99.9092,4479516672,0,2206203904,536870912,1262485504,122683392,1572864,270155776,3,10.9417,0,0,2,1,1,8,26.5674,100,99.5876,1024,0,128,0,21
directCoulombSum,42535,524288,256,32,8,1,32,4,0,0,1,4,2884184,36065693,4,140239390,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.98732,99.9794,4479516672,0,1166016512,268435456,624951296,89128960,1572864,208289792,2,10.9212,0,0,2,1,1,7,20.3688,100,99.4651,1024,0,128,0,22
directCoulombSum,43773,524288,256,32,8,1,32,4,1,0,1,4,2756624,37286310,4,143255564,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.989403,99.9843,4479516672,0,1400897536,268435456,725614592,122683392,1572864,219824128,2,10.6244,0,0,2,1,1,8,20.8173,100,99.4932,1024,0,128,0,24
directCoulombSum,42797,524288,256,32,8,1,32,8,0,0,1,4,2641873,32784670,4,140110116,138412058,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.995939,99.904,4479516672,0,763363328,134217728,624951296,89128960,1572864,191512576,2,10.8801,0,0,2,1,1,7,20.3074,100,99.4183,1024,0,128,0,31
directCoulombSum,43956,524288,256,32,8,1,32,8,1,0,1,4,2769760,34408607,4,143255404,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.993819,99.9421,4479516672,0,998244352,134217728,725614592,122683392,1572864,203046912,2,10.5728,0,0,2,1,1,7,20.7249,100,99.4513,1024,0,128,0,32
directCoulombSum,42748,524288,256,32,8,1,32,16,0,0,1,3,2883948,22755671,4,140239774,138412034,4,155189248,98.1132,0,0,0,0,272629760,136314880,0.983672,99.5649,4479516672,0,562036736,67108864,624951296,256901120,1572864,188366848,2,10.8658,0,0,2,1,1,7,19.9031,100,99.4085,1024,0,128,0,32
directCoulombSum,43849,524288,256,32,8,1,32,16,1,0,1,2,2746910,17259092,4,143385102,138412034,4,155189248,97.0149,0,0,0,0,272629760,136314880,0.962794,99.8211,4479516672,0,796917760,67108864,725614592,290455552,1572864,199901184,2,10.6073,0,0,2,1,1,8,20.1322,100,99.4427,1024,0,128,0,32
