Kernel name,Computation duration (us),Global size,Local size,WORK_GROUP_SIZE_X,WORK_GROUP_SIZE_Y,WORK_GROUP_SIZE_Z,Z_ITERATIONS,INNER_UNROLL_FACTOR,USE_SOA,USE_CONSTANT_MEMORY,VECTOR_SIZE,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_efficiency,shared_load_transactions,shared_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,flop_sp_efficiency,flop_dp_efficiency,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,local_load_transactions,local_store_transactions,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
directCoulombSum,19068,16777216,256,32,8,1,1,0,0,0,1,1,2393975,2097152,2,69206470,2097153,0,0,0,0,0,0,0.891599,99.9846,8623489024,0,654311424,117440512,1107296256,268435456,50331648,340787200,21.5122,0,1,4,0,49.1589,0,0,1024,0,0,0,32
directCoulombSum,38896,16777216,256,32,8,1,1,0,1,0,1,1,2778663,2097152,2,136315302,2097153,0,0,0,0,0,0,0.882068,99.9863,8623489024,0,3506438144,285212672,4328521728,234881024,50331648,534249472,10.6656,0,1,6,0,30.4069,0,0,1024,0,0,0,32
directCoulombSum,10742,8388608,256,32,8,1,2,0,0,0,1,1,2245711,2097152,2,35651990,2097153,0,0,0,0,0,0,0.907646,99.9728,6476005376,0,729808896,142606336,570425344,276824064,25165824,258211840,27.1229,0,1,5,0,69.169,0,0,1024,0,0,0,31
directCoulombSum,18796,8388608,256,32,8,1,2,0,1,0,1,1,2525741,2097152,2,69206454,2097153,0,0,0,0,0,0,0.881295,99.9771,6476005376,0,1811939328,142606336,2181038080,150994944,25165824,338427904,15.2992,0,1,6,0,39.0961,0,0,1024,0,0,0,32
directCoulombSum,24266,8388608,256,32,8,1,2,1,0,0,1,6,2573583,73490583,3,112843578,82709097,0,0,80.6959,0,0,0,0.941414,99.9726,7012876288,0,5536481280,1073741824,2743074816,1719664640,25165824,583794688,12.6568,0,1,5,0,57.1926,34313053,36234311,1024,0,8,0,17
directCoulombSum,34496,8388608,256,32,8,1,2,1,1,0,1,7,2690611,125620582,3,195334634,130352825,0,0,78.1056,0,0,0,0.971501,99.9796,7012876288,0,8757706752,1073741824,4353687552,1719664640,25165824,734789632,8.68687,0,1,6,0,49.8004,39104035,50505370,1024,0,8,0,19
directCoulombSum,5260,4194304,256,32,8,1,4,0,0,0,1,2,2097501,2097152,2,18874822,2097153,0,0,0,0,0,0,0.910726,99.9467,5402263552,0,419430400,71303168,301989888,109051904,12582912,197787648,42.1669,0,1,3,0,77.7402,0,0,1024,0,0,0,32
directCoulombSum,9551,4194304,256,32,8,1,4,0,1,0,1,1,2245727,2097152,2,35652006,2097153,0,0,0,0,0,0,0.90223,99.9554,5402263552,0,956301312,71303168,1107296256,109051904,12582912,239730688,23.4502,0,1,6,0,55.2423,0,0,1024,0,0,0,32
directCoulombSum,28418,4194304,256,32,8,1,4,1,0,0,1,8,2545164,117027983,3,144803102,129452885,0,0,92.3787,0,0,0,0.878712,99.9564,5670699008,0,4429185024,1073741824,2470445056,876609536,12582912,462815232,8.19573,0,1,5,0,46.1527,35146416,38756171,1024,0,16,0,17
directCoulombSum,31232,4194304,256,32,8,1,4,1,1,0,1,7,2696223,126112225,3,167936982,135005609,0,0,87.5412,0,0,0,0.906129,99.9507,5670699008,0,6039797760,1073741824,3275751424,876609536,12582912,538312704,7.38098,0,1,6,0,39.2827,37069139,40872574,1024,0,16,0,21
directCoulombSum,26759,4194304,256,32,8,1,4,2,0,0,1,8,2497003,114035286,3,142886758,130684817,0,0,92.372,0,0,0,0.843308,99.9439,5670699008,0,2818572288,536870912,1396703232,876609536,12582912,362151936,8.53927,0,1,4,0,43.6759,39962929,59870788,1024,0,16,0,18
directCoulombSum,31941,4194304,256,32,8,1,4,2,1,0,1,8,2695049,133340061,3,170441670,137600357,0,0,87.7472,0,0,0,0.965436,99.8987,5670699008,0,4429185024,536870912,2202009600,876609536,12582912,437649408,7.32331,0,1,6,0,43.9694,51385992,80146800,1024,0,16,0,19
directCoulombSum,4682,2097152,256,32,8,1,8,0,0,0,1,2,2097525,2097152,1,10486214,2097153,0,0,0,0,0,0,0.897847,99.906,4865392640,0,260046848,35651584,167772160,88080384,6291456,169410560,41.1535,0,1,2,0,73.2203,0,0,1024,0,0,0,31
directCoulombSum,5506,2097152,256,32,8,1,8,0,1,0,1,2,2369067,2097152,2,18874822,2097153,0,0,0,0,0,0,0.91258,99.8553,4865392640,0,528482304,35651584,570425344,88080384,6291456,190382080,34.9631,0,1,5,0,71.1427,0,0,1024,0,0,0,32
directCoulombSum,45366,2097152,256,32,8,1,8,1,0,0,1,7,28870721,136293801,2,146346886,137987989,0,0,95.5748,0,0,0,0.862565,99.9395,4999610368,0,3875536896,1073741824,2336227328,455081984,6291456,402391040,4.25803,0,1,3,0,25.3287,40554565,41265080,1024,0,32,0,18
directCoulombSum,46268,2097152,256,32,8,1,8,1,1,0,1,6,29196357,136496598,2,154757046,138028505,0,0,92.8376,0,0,0,0.857788,99.9171,4999610368,0,4680843264,1073741824,2738880512,455081984,6291456,440139776,4.23766,0,1,4,0,25.5521,41743976,41292099,1024,0,32,0,20
directCoulombSum,40101,2097152,256,32,8,1,8,2,0,0,1,7,25659502,135836435,3,146134322,137944657,0,0,95.5706,0,0,0,0.844332,99.9356,4999610368,0,2264924160,536870912,1262485504,455081984,6291456,301727744,4.94619,0,1,4,0,27.0825,59155473,64536728,1024,0,32,0,18
directCoulombSum,42954,2097152,256,32,8,1,8,2,1,0,1,7,31204712,137041702,2,154822626,138165777,0,0,92.843,0,0,0,0.859011,99.964,4999610368,0,3070230528,536870912,1665138688,455081984,6291456,339476480,4.59588,0,1,4,0,24.991,57223237,62295346,1024,0,32,0,20
directCoulombSum,41222,2097152,256,32,8,1,8,4,0,0,1,7,27135866,136816834,3,146256658,138080489,0,0,95.5756,0,0,0,0.857961,99.9297,4999610368,0,1459617792,268435456,725614592,455081984,6291456,251396096,4.84554,0,1,5,0,28.8768,79075726,97281031,1024,0,32,0,23
directCoulombSum,43609,2097152,256,32,8,1,8,4,1,0,1,7,31911924,137380644,2,154832046,138246677,0,0,92.8448,0,0,0,0.872275,99.8951,4999610368,0,2264924160,268435456,1128267776,455081984,6291456,289144832,4.52694,0,1,4,0,26.7898,71513964,87939059,1024,0,32,0,23
directCoulombSum,4896,1048576,256,32,8,1,16,0,0,0,1,2,2245941,2097740,1,6292018,2097157,0,0,0,0,0,0,0.906728,99.7931,4596957184,0,392167424,67108864,100663296,61865984,3145728,162856960,36.1042,0,1,1,0,79.8099,0,0,1024,0,0,0,31
directCoulombSum,4871,1048576,256,32,8,1,16,0,1,0,1,2,2097517,2097152,1,10486214,2097153,0,0,0,0,0,0,0.681191,99.7414,4596957184,0,794820608,67108864,301989888,68157440,3145728,181927936,36.2682,0,1,3,0,72.3583,0,0,1024,0,0,0,38
directCoulombSum,74269,1048576,256,32,8,1,16,1,0,0,1,7,137854019,138366097,2,142581718,138386321,0,0,97.0143,0,0,0,0.963916,99.9139,4664066048,0,3598712832,1073741824,2269118464,244318208,3145728,372178944,2.38049,0,1,2,0,15.15,46946926,47030263,1024,0,64,0,18
directCoulombSum,74348,1048576,256,32,8,1,16,1,1,0,1,7,137760606,138362870,2,146769830,138388957,0,0,95.5873,0,0,0,0.960168,99.9304,4664066048,0,4001366016,1073741824,2470445056,244318208,3145728,391053312,2.36896,0,1,3,0,14.7412,50758860,47190687,1024,0,64,0,21
directCoulombSum,68680,1048576,256,32,8,1,16,2,0,0,1,7,134974718,138352077,2,142564934,138368857,0,0,97.014,0,0,0,0.924227,99.911,4664066048,0,1988100096,536870912,1195376640,244318208,3145728,271515648,2.5651,0,1,3,0,16.2428,99804525,89714334,1024,0,64,0,18
directCoulombSum,68369,1048576,256,32,8,1,16,2,1,0,1,7,135322410,138356892,2,146761090,138377333,0,0,95.5871,0,0,0,0.924962,99.9147,4664066048,0,2390753280,536870912,1396703232,244318208,3145728,290390016,2.57465,0,1,4,0,18.4127,104225882,89638103,1024,0,64,0,19
directCoulombSum,68471,1048576,256,32,8,1,16,4,0,0,1,7,134677270,138363713,2,142557566,138371457,0,0,97.0139,0,0,0,0.920107,99.9616,4664066048,0,1182793728,268435456,658505728,244318208,3145728,221184000,2.57092,0,1,4,0,18.3912,133076418,139337373,1024,0,64,0,23
directCoulombSum,68347,1048576,256,32,8,1,16,4,1,0,1,7,134610888,138364632,2,146763710,138375705,0,0,95.5869,0,0,0,0.917581,99.9369,4664066048,0,1585446912,268435456,859832320,244318208,3145728,240058368,2.58291,0,1,5,0,19.4299,131344963,133999401,1024,0,64,0,23
directCoulombSum,68177,1048576,256,32,8,1,16,8,0,0,1,7,133607503,138376061,2,142566150,138380693,0,0,97.0142,0,0,0,0.930429,99.8782,4664066048,0,780140544,134217728,658505728,244318208,3145728,204406784,2.5949,0,1,5,0,18.1706,129213196,147526286,1024,0,64,0,30
directCoulombSum,68154,1048576,256,32,8,1,16,8,1,0,1,7,133706814,138379006,2,146766130,138391909,0,0,95.5872,0,0,0,0.928484,99.9553,4664066048,0,1182793728,134217728,859832320,244318208,3145728,223281152,2.58969,0,1,5,0,19.4934,128965245,144390963,1024,0,64,0,30
directCoulombSum,5014,524288,256,32,8,1,32,0,0,0,1,2,2246687,2097200,1,4194866,2097153,0,0,0,0,0,0,0.582124,99.1806,4462739456,0,254803968,33554432,67108864,122159104,1572864,154009600,32.694,0,1,1,0,63.3523,0,0,1024,0,0,0,47
directCoulombSum,5003,524288,256,32,8,1,32,0,1,0,1,2,2246017,2097520,1,6292098,2097153,0,0,0,0,0,0,0.578496,99.6035,4462739456,0,456130560,33554432,167772160,88604672,1572864,162398208,34.025,0,1,2,0,60.3416,0,0,1024,0,0,0,48
directCoulombSum,76565,524288,256,32,8,1,32,1,0,0,1,7,139629340,138404816,2,140502088,138403505,0,0,97.7442,0,0,0,0.971702,99.8315,4496293888,0,3460300800,1073741824,2235564032,138936320,1572864,357072896,2.18931,0,1,2,0,14.4273,47937653,48761948,1024,0,128,0,18
directCoulombSum,76531,524288,256,32,8,1,32,1,1,0,1,7,139494467,138399516,2,142594570,138402101,0,0,97.0147,0,0,0,0.967857,99.9423,4496293888,0,3661627392,1073741824,2336227328,138936320,1572864,366510080,2.1908,0,1,3,0,12.3584,49819785,48765517,1024,0,128,0,21
directCoulombSum,70810,524288,256,32,8,1,32,2,0,0,1,7,139193853,138395614,2,140495026,138400701,0,0,97.7442,0,0,0,0.961915,99.7723,4496293888,0,1849688064,536870912,1161822208,138936320,1572864,256409600,2.36924,0,1,4,0,17.7349,115971200,97858116,1024,0,128,0,18
directCoulombSum,70813,524288,256,32,8,1,32,2,1,0,1,7,139587880,138403325,2,142597366,138398741,0,0,97.0147,0,0,0,0.957909,99.8097,4496293888,0,2051014656,536870912,1262485504,138936320,1572864,265846784,2.35245,0,1,4,0,16.7325,118136422,99403431,1024,0,128,0,19
directCoulombSum,70841,524288,256,32,8,1,32,4,0,0,1,7,139262986,138400728,2,140498910,138395109,0,0,97.7441,0,0,0,0.959927,99.8828,4496293888,0,1044381696,268435456,624951296,138936320,1572864,206077952,2.35781,0,1,5,0,19.4703,150910523,152536477,1024,0,128,0,23
directCoulombSum,71051,524288,256,32,8,1,32,4,1,0,1,7,139313175,138396526,2,142591358,138399877,0,0,97.0147,0,0,0,0.962404,99.8883,4496293888,0,1245708288,268435456,725614592,138936320,1572864,215515136,2.36655,0,1,5,0,19.207,149979602,149548200,1024,0,128,0,23
directCoulombSum,70875,524288,256,32,8,1,32,8,0,0,1,7,139516500,138401032,2,140493778,138399685,0,0,97.7441,0,0,0,0.957073,99.9142,4496293888,0,641728512,134217728,624951296,138936320,1572864,189300736,2.35456,0,1,5,0,17.8012,145619256,161373575,1024,0,128,0,30
directCoulombSum,70890,524288,256,32,8,1,32,8,1,0,1,7,139418438,138401554,2,142595262,138402161,0,0,97.0147,0,0,0,0.955309,99.851,4496293888,0,843055104,134217728,725614592,138936320,1572864,198737920,2.36005,0,1,5,0,18.6256,147172258,159705448,1024,0,128,0,30
directCoulombSum,71705,524288,256,32,8,1,32,16,0,0,1,7,139261055,138407572,2,140500426,138402605,0,0,97.7442,0,0,0,0.955429,99.785,4496293888,0,440401920,67108864,624951296,105381888,1572864,179863552,2.33086,0,1,5,0,17.6048,133875213,191942207,1024,0,128,0,32
directCoulombSum,71597,524288,256,32,8,1,32,16,1,0,1,7,139575387,138404887,2,142599046,138403609,0,0,97.0147,0,0,0,0.956624,99.8449,4496293888,0,641728512,67108864,725614592,105381888,1572864,189300736,2.32929,0,1,5,0,17.8459,129990877,185325508,1024,0,128,0,32
