step,kernel_us,overhead_us,total_us,new_best
2213,25228.9,30440.9,55669.8,0
2214,43547.3,30728.5,74275.8,0
2215,49399.4,28858.4,78257.8,0
2216,31089.2,29991.2,61080.4,0
2217,19746.1,27589.4,47335.5,0
2218,33403.7,27082.8,60486.5,0
2219,26821.7,32175,58996.7,0
2220,19554.3,31574.7,51129,0
2221,31082,27316.1,58398.1,0
2222,32602.9,26702.7,59305.6,0
2223,18673.4,30312.7,48986.1,0
2224,28861.3,29589.4,58450.7,0
2225,21669.5,27493.3,49162.9,0
2226,40666.5,26727.1,67393.6,0
2227,169728,26447.5,196176,0
2228,19968.3,34923.5,54891.9,0
2229,44223.4,27309.8,71533.2,0
2230,49642.9,30371.9,80014.8,0
2231,27703,29194,56897,0
2232,60921.8,28258.9,89180.7,0
2233,31919.6,35304.1,67223.6,0
2234,44505.1,26325,70830.1,0
2235,28069.6,28056.3,56125.9,0
2236,44300.9,28475.2,72776.2,0
2237,47427.9,32181,79608.9,0
2238,31847.5,29025.1,60872.6,0
2239,43857.2,26044.7,69901.9,0
2240,20391.2,30354.9,50746.1,0
2241,34963.7,29856.1,64819.8,0
2242,28416.9,32773.3,61190.2,0
2243,29592.1,35366,64958.1,0
2244,53670.4,30416.8,84087.2,0
2245,32158.9,31657.4,63816.2,0
2246,24900.4,27076.2,51976.6,0
2247,36433,27259.5,63692.5,0
2248,78599.7,30496.9,109097,0
2249,100513,28128.1,128641,0
2250,21790.3,34958.4,56748.7,0
2251,35357.9,31894.6,67252.5,0
2252,27341.8,31761.4,59103.2,0
2253,59159.6,25401.7,84561.3,0
2254,38587.2,34373.9,72961.1,0
2255,22065.5,34145.6,56211.2,0
2256,63675.9,32537.5,96213.4,0
2257,31751,28374,60125,0
2258,20030.4,33983.5,54013.9,0
2259,46601,32250.2,78851.2,0
2260,60031.6,29771.9,89803.6,0
2261,46754.9,29001.5,75756.4,0
2262,23717.5,34900.3,58617.8,0
2263,20370.6,31174.6,51545.2,0
2264,27083.7,28940.3,56024,0
2265,60544.1,25453.6,85997.6,0
2266,47158.4,34090,81248.4,0
2267,29326,30204.9,59530.9,0
2268,32022.3,32507.7,64530,0
2269,23077.1,34229.4,57306.6,0
2270,53034.9,29435.9,82470.8,0
2271,26956.1,31406.2,58362.2,0
2272,36180.1,31582.7,67762.8,0
2273,25398.4,31770.7,57169.1,0
2274,50644.4,31559.5,82203.8,0
2275,47950,32312.2,80262.2,0
2276,38989.9,27251.4,66241.3,0
2277,39399.4,34098.7,73498.1,0
2278,30438.4,28597.3,59035.7,0
2279,92231.6,33118.3,125350,0
2280,46903.6,33449.8,80353.4,0
2281,62064.5,32837.6,94902.1,0
2282,19239.7,26468.6,45708.3,0
2283,23029.3,30305.9,53335.3,0
2284,64965.5,33690.1,98655.7,0
2285,44315.7,31879.3,76195.1,0
2286,23931.7,30898.4,54830.2,0
2287,20760.2,32444.5,53204.7,0
2288,34522.2,29887.2,64409.3,0
2289,33573.7,29398.9,62972.5,0
2290,30705.8,31778.3,62484.1,0
2291,33769.8,26509.2,60279,0
2292,88474.2,34109.3,122583,0
2293,180570,35346.6,215917,0
2294,165262,33566.7,198829,0
2295,44325.9,27001.2,71327.1,0
2296,47050.9,26187.3,73238.3,0
2297,32229.3,31646.3,63875.6,0
2298,96382.2,27166.6,123549,0
2299,28049.6,30488.1,58537.7,0
2300,46320.9,26931.5,73252.3,0
2301,86969.5,29763.4,116733,0
2302,31252,27283.3,58535.4,0
2303,47630,32569.6,80199.5,0
2304,28863.1,35556.5,64419.6,0
2305,59782.6,30896.1,90678.7,0
2306,29461.5,30806.8,60268.3,0
2307,33885.1,29652,63537.1,0
2308,38734.6,35145.4,73880,0
2309,34594,46960.4,81554.4,0
2310,18881,30764,49645,0
2311,101239,30550.7,131790,0
2312,55650,31089,86739.1,0
2313,22198.4,28309.7,50508.2,0
2314,21388.1,32195.3,53583.4,0
2315,101441,27050.9,128492,0
2316,33564.3,35041.4,68605.7,0
2317,32199.4,32581.2,64780.6,0
2318,48957.3,25535.7,74493,0
2319,32378.6,29106.9,61485.5,0
2320,88695.2,29017.6,117713,0
2321,26335.6,27366.3,53701.8,0
2322,47309.3,29628.6,76938,0
2323,31427.1,29261.3,60688.4,0
2324,64408,27488.1,91896,0
2325,34648,35771.5,70419.5,0
2326,32908.5,34811.7,67720.2,0
2327,29516.7,28364.8,57881.5,0
2328,62374.7,21983.3,84358,0
2329,24891.8,22705.1,47596.8,0
2330,23123.8,19909.4,43033.2,0
2331,29409,24255.4,53664.4,0
2332,44222.1,27151.5,71373.6,0
2333,30071.6,26602.4,56674,0
2334,106097,30469.7,136566,0
2335,39227.1,36330.9,75558.1,0
2336,31618.9,30490.2,62109.1,0
2337,28923.5,30070.7,58994.2,0
2338,83457.1,25967.6,109425,0
2339,54727.9,33470,88197.9,0
2340,30542,29649.8,60191.7,0
2341,90078.2,33538.6,123617,0
2342,24278.8,32604.8,56883.5,0
2343,18527.3,34045,52572.3,0
2344,51134.1,31605.2,82739.3,0
2345,38712.7,34203.3,72916.1,0
2346,62148.8,31912.8,94061.6,0
2347,30426,31326.3,61752.2,0
2348,49050,29208.3,78258.3,0
2349,67496.2,28879.7,96376,0
2350,94667.4,29022.6,123690,0
2351,24994.2,28946.2,53940.4,0
2352,39133.6,28359,67492.6,0
2353,40453.3,33673.3,74126.6,0
2354,47110,26044.6,73154.7,0
2355,30435.6,31718.3,62153.9,0
2356,18756.5,35197.6,53954.2,0
2357,28818.8,32515,61333.9,0
2358,27864.2,39506.8,67371,0
2359,34848.5,30053.3,64901.8,0
2360,53394.4,33237.7,86632.2,0
2361,29302.7,35873.9,65176.6,0
2362,41537.5,30623.4,72160.9,0
2363,51967.1,23776.6,75743.7,0
2364,44207.5,22530.1,66737.6,0
2365,18706,31053.9,49760,0
2366,32846.1,27849.3,60695.4,0
2367,29311,26240.8,55551.8,0
2368,27500.3,26781.4,54281.7,0
2369,18566.3,33306.1,51872.5,0
2370,24875.8,28722.3,53598.1,0
2371,38884.6,25782.9,64667.5,0
2372,30162.1,26115.5,56277.6,0
2373,24367.8,32168.9,56536.6,0
2374,19534.4,31653.7,51188.1,0
2375,64067.2,32859.4,96926.5,0
2376,28457.8,35504.1,63961.9,0
2377,33059.3,34556.4,67615.7,0
2378,31109.8,30081.8,61191.6,0
2379,40715.9,29825.5,70541.4,0
2380,96761.1,29321.9,126083,0
2381,66724.8,29560.2,96285,0
2382,37592.5,28412.7,66005.2,0
2383,34813,25485.4,60298.4,0
2384,48621.2,31653.9,80275.1,0
2385,54391.8,28996.3,83388.1,0
2386,24839.2,27344.5,52183.7,0
2387,22525.8,29101,51626.8,0
2388,59274.6,28097.5,87372.1,0
2389,45861.4,35276.1,81137.5,0
2390,124324,32943.2,157267,0
2391,40742.1,30466.7,71208.8,0
2392,66116,30383.8,96499.8,0
2393,18902.3,36001.6,54903.8,0
2394,53110.5,31787.1,84897.6,0
2395,20751.2,32763.9,53515.1,0
2396,29397.7,35166.1,64563.8,0
2397,27925,33055,60980,0
2398,20671.7,33350.2,54021.9,0
2399,22624.9,32399.5,55024.4,0
2400,24860.4,33771.4,58631.8,0
2401,103766,31333.7,135100,0
2402,27477.5,35866.2,63343.7,0
2403,48636.3,33695.3,82331.7,0
2404,40534.7,35051.8,75586.5,0
2405,67129.1,30928.6,98057.7,0
2406,33327.5,32097.5,65425,0
2407,62344.8,33113.6,95458.4,0
2408,44398.4,29869.9,74268.3,0
2409,88696.4,32444.6,121141,0
2410,92291.1,29251.3,121542,0
2411,41045.4,26861.7,67907.2,0
2412,26096.2,27977.9,54074.1,0
2413,25142.9,32236.5,57379.4,0
2414,26943.1,26829,53772.1,0
2415,26207,27793.9,54001,0
2416,36735.9,34955.5,71691.4,0
2417,70006.2,28620.1,98626.4,0
2418,37782.1,30493.1,68275.2,0
2419,21886.9,31263.3,53150.2,0
2420,31102.7,25971.2,57073.8,0
2421,34572.5,23343.8,57916.4,0
2422,35090.3,26548.2,61638.5,0
2423,38309.3,29878.4,68187.8,0
2424,51072.3,25280.7,76353.1,0
2425,46699.5,24006.1,70705.6,0
2426,32301.7,24380.3,56682,0
2427,99688.3,30580.5,130269,0
2428,27657.8,23886.9,51544.6,0
2429,56614,29938.3,86552.3,0
2430,142802,23259.6,166062,0
2431,34855.8,24160.7,59016.6,0
2432,34933.9,28606.7,63540.6,0
2433,30516.1,29043.7,59559.8,0
2434,31706.9,28782.7,60489.6,0
2435,39667.7,26169.1,65836.8,0
2436,55298,24016.7,79314.7,0
2437,73420.6,25092.2,98512.8,0
2438,39576,25605.5,65181.4,0
2439,52308.4,22171.3,74479.8,0
2440,26746.7,21724.2,48470.9,0
2441,123885,25388.4,149274,0
2442,122291,25319.1,147610,0
2443,41749.1,27639,69388.1,0
2444,25468.2,27134.1,52602.4,0
2445,34253.8,21671.4,55925.2,0
2446,35978.4,28240.9,64219.3,0
2447,49522.5,25530.6,75053.1,0
2448,31367.9,21405.2,52773.1,0
2449,54433.6,29942,84375.7,0
2450,63517.1,30305.4,93822.5,0
2451,32854.6,26744.1,59598.7,0
2452,52826.8,35977.5,88804.2,0
2453,22547.4,32167.3,54714.7,0
2454,30623,30466.7,61089.7,0
2455,22105.7,32273.8,54379.5,0
2456,27963.8,25772,53735.8,0
2457,43145.2,46042.6,89187.8,0
2458,32962,34774.9,67736.8,0
2459,60018,30613.8,90631.8,0
2460,33689.1,31839.6,65528.7,0
2461,25961.9,33691.5,59653.4,0
2462,48871.6,31882.2,80753.9,0
2463,62400.6,28277.8,90678.4,0
2464,28674.2,35837.4,64511.7,0
2465,171446,33850.4,205297,0
2466,95351,35626.4,130977,0
2467,21064.8,28263,49327.8,0
2468,20336.3,31415.9,51752.2,0
2469,34593.1,28274.8,62867.9,0
2470,101382,28258.9,129640,0
2471,21360.2,26343.4,47703.6,0
2472,21895.7,30357.5,52253.2,0
2473,88158.9,26996.8,115156,0
2474,30506.5,25111.1,55617.6,0
2475,29034.6,27182,56216.6,0
2476,30027.4,37708.6,67736,0
2477,27098.1,28256.6,55354.8,0
2478,124840,29647.4,154487,0
2479,23411.9,32278.9,55690.8,0
2480,44458.3,30746.7,75205,0
2481,29077.8,35165,64242.8,0
2482,57839.3,34209.5,92048.9,0
2483,92125.6,30812.7,122938,0
2484,22786.7,28586.4,51373.1,0
2485,23307.9,27847.5,51155.4,0
2486,19884.2,31959.2,51843.4,0
2487,56643.4,30729.3,87372.7,0
2488,23901,34325.5,58226.5,0
2489,69501.4,34012.3,103514,0
2490,52571.5,32477.5,85049,0
2491,33571,28764.7,62335.7,0
2492,81578.6,29625.5,111204,0
2493,37693.7,30652.4,68346.1,0
2494,33066.4,33276.4,66342.8,0
2495,35619.9,31962.7,67582.6,0
2496,31339.9,32735.6,64075.5,0
2497,33669.3,27133.5,60802.8,0
2498,30095.9,29390.8,59486.7,0
2499,45597.2,27140,72737.2,0
2500,23100.8,28553.4,51654.2,0
2501,43045,28743.6,71788.6,0
2502,26021.5,30745.8,56767.3,0
2503,52001.9,31531.2,83533.1,0
2504,27020.6,32624.1,59644.7,0
2505,20546.8,34732.8,55279.7,0
2506,18155.7,29745.3,47901,0
2507,34868.3,30164.7,65033,0
2508,18902,32915.4,51817.4,0
2509,30851,32520.9,63371.9,0
2510,64787.4,30627.3,95414.7,0
2511,51289.5,29575.5,80865,0
2512,29433.7,28963.1,58396.8,0
2513,25996.7,29122.7,55119.4,0
2514,29053.7,30214.7,59268.4,0
2515,35975.5,33766,69741.4,0
2516,28851.8,31700,60551.8,0
2517,23415.5,30300.2,53715.7,0
2518,61998.5,30908.1,92906.5,0
2519,82042,28903.5,110946,0
2520,83626,26263,109889,0
2521,30409.2,24747.3,55156.4,0
2522,47108.6,34979.9,82088.5,0
2523,78709.7,29467.1,108177,0
2524,30437.2,26752.5,57189.6,0
2525,25077,36313.5,61390.5,0
2526,78843.6,29627.1,108471,0
2527,123406,31021.1,154428,0
2528,22920.2,31103,54023.2,0
2529,27729.4,26040.6,53770,0
2530,19367.8,25840.7,45208.5,0
2531,26142.5,32368.1,58510.6,0
2532,29511.8,33921.8,63433.6,0
2533,23825.2,30634.8,54459.9,0
2534,49525.5,30474.2,79999.6,0
2535,19307.6,27641.1,46948.7,0
2536,51256.4,30344.8,81601.2,0
2537,22792.3,31513.6,54305.9,0
2538,31341.7,37203.4,68545.1,0
2539,53848.6,31142.4,84991,0
2540,62626.6,34522.8,97149.4,0
2541,26678.7,29972.6,56651.3,0
2542,31417.5,34318.5,65736,0
2543,56149.4,38137.8,94287.2,0
2544,60556.8,29022.1,89578.9,0
2545,49062.8,32251.9,81314.7,0
2546,65845.7,32216.6,98062.3,0
2547,59795,29309.1,89104.1,0
2548,30548.7,33297,63845.7,0
2549,30959.5,30528.1,61487.6,0
2550,36025.9,29811.1,65837,0
2551,27637.3,34065.5,61702.8,0
2552,22674,32230.2,54904.2,0
2553,23632,33797.1,57429,0
2554,32776.5,33874.1,66650.6,0
2555,30062.3,29545.8,59608.1,0
2556,30805.4,32519.3,63324.8,0
2557,52897.8,26874.3,79772.1,0
2558,93186.3,29234.4,122421,0
2559,18516.2,29933.2,48449.4,0
2560,57369.1,33162.6,90531.6,0
2561,22025.2,34207.5,56232.8,0
2562,77228.4,32576.8,109805,0
2563,60230.2,36899.6,97129.8,0
2564,37800.4,37074.9,74875.4,0
2565,51625.7,31284.9,82910.7,0
2566,33369.8,33233,66602.8,0
2567,29460.5,33605.6,63066.1,0
2568,41976.5,30809.1,72785.6,0
2569,28211.7,32702.8,60914.5,0
2570,22996.4,35102.4,58098.8,0
2571,49995.7,33962,83957.7,0
2572,27339.7,31037.4,58377.1,0
2573,37152.2,34613.9,71766.1,0
2574,87455.4,33307,120762,0
2575,32922.8,33145.3,66068.1,0
2576,20057.6,37659.6,57717.1,0
2577,28694.3,37674,66368.4,0
2578,84326.1,38779.2,123105,0
2579,69417.7,31408.4,100826,0
2580,39643.4,30751.3,70394.6,0
2581,30456.6,28496.9,58953.5,0
2582,48356.6,31153.8,79510.4,0
2583,18501.5,30360.1,48861.6,0
2584,49549.6,25983.9,75533.5,0
2585,55057.1,36860.6,91917.7,0
2586,37918.7,34798.3,72717,0
2587,49010.5,28634.4,77644.9,0
2588,59667.9,26411.4,86079.3,0
2589,18120.3,30598.3,48718.6,0
2590,19066.4,34063.6,53130,0
2591,29796.6,35410.8,65207.4,0
2592,32957.3,29961.3,62918.6,0
2593,48839.2,33420.8,82260,0
2594,34536.8,37162.3,71699.2,0
2595,41048,34277.2,75325.2,0
2596,42643.6,34033,76676.5,0
2597,24237.2,32614.8,56852.1,0
2598,31255.8,30245.7,61501.5,0
2599,48682.7,31482.9,80165.5,0
2600,47259.5,29603.8,76863.4,0
2601,46120.4,36688.9,82809.2,0
2602,61868.5,29799.9,91668.3,0
2603,47165.2,30879.4,78044.6,0
2604,30265.4,30496.2,60761.6,0
2605,90753.6,30565.5,121319,0
2606,66595.6,27128.1,93723.8,0
2607,31204.4,27729,58933.4,0
2608,39556.1,25950.8,65506.9,0
2609,84831.3,24425.8,109257,0
2610,86691.6,27232.9,113924,0
2611,27893.1,21786.1,49679.2,0
2612,24526.8,24000.4,48527.3,0
2613,33070.2,23388.3,56458.5,0
2614,91917.9,27971.9,119890,0
2615,47372.1,24096.5,71468.7,0
2616,96555.6,23820,120376,0
2617,33672.9,22460.6,56133.4,0
2618,33806,23250.8,57056.7,0
2619,41898.8,22615.2,64514,0
2620,85036.8,28657.7,113694,0
2621,23171.6,25442.3,48613.9,0
2622,40866.1,24537.5,65403.7,0
2623,64657.4,25305.2,89962.7,0
2624,20357.7,27929.8,48287.6,0
2625,29908.5,23665.9,53574.5,0
2626,23640.3,27398.4,51038.7,0
2627,64275.7,22535.1,86810.8,0
2628,26977.2,23338.9,50316.2,0
2629,34310.2,25319.9,59630.1,0
2630,47195.2,28264.5,75459.7,0
2631,39152.8,31171.9,70324.7,0
2632,50461.1,22807.8,73268.9,0
2633,101836,24236.1,126072,0
2634,62420.5,31047.8,93468.4,0
2635,23202.6,35016.5,58219.1,0
2636,33468.9,31048.5,64517.3,0
2637,34343.5,38043.9,72387.4,0
2638,29042.6,36645,65687.6,0
2639,25073.3,30478.4,55551.7,0
2640,30658.1,33399.9,64058,0
2641,39519,34962.8,74481.8,0
2642,59394.7,28178.2,87572.8,0
2643,87944.2,24275.6,112220,0
2644,18828.7,26032.7,44861.5,0
2645,23113.2,32971.7,56084.9,0
2646,28311.3,35297.7,63609,0
2647,78575.7,31449.8,110026,0
2648,21915.7,31076.6,52992.2,0
2649,27180.8,27944,55124.7,0
2650,42813.8,31513.7,74327.6,0
2651,103953,28450.3,132403,0
2652,64238.9,30781.8,95020.7,0
2653,22719.4,34048.1,56767.5,0
2654,33271.3,33639.5,66910.9,0
2655,31034.1,32954.1,63988.2,0
2656,34638,33670,68308.1,0
2657,100315,29571.9,129887,0
2658,31642.2,27381.7,59023.9,0
2659,47506.2,29350.8,76857,0
2660,19138.9,33252.1,52391,0
2661,33595.2,32190.3,65785.5,0
2662,83421,30956,114377,0
2663,46010.3,31654.7,77665,0
2664,49270.7,24555.9,73826.5,0
2665,89551.6,24323.9,113876,0
2666,34077.4,33806.3,67883.8,0
2667,24719,33492.6,58211.7,0
2668,43921.7,26574.9,70496.5,0
2669,38265.3,32194.1,70459.4,0
2670,41274.9,29959.2,71234.1,0
2671,21882.3,27767.6,49650,0
2672,58664.4,35605.2,94269.5,0
2673,20869.6,38673.2,59542.8,0
2674,30419.8,32846.6,63266.4,0
2675,59290.8,32332.2,91623,0
2676,175254,33415.8,208669,0
2677,32542.8,34039.5,66582.3,0
2678,43954.2,26318.2,70272.5,0
2679,28416.2,23847.1,52263.3,0
2680,24676.1,28743.8,53419.9,0
2681,34012.2,25654.3,59666.5,0
2682,47589.4,29321,76910.4,0
2683,29236,31827.1,61063.1,0
2684,21553.4,24577.9,46131.3,0
2685,17959.2,30928.8,48888,0
2686,19951.2,27180.1,47131.3,0
2687,27973.1,33065,61038.2,0
2688,24174.4,28744.4,52918.8,0
2689,57720.5,27263.3,84983.9,0
2690,55879.2,26241.1,82120.4,0
2691,24098.5,22825.5,46924,0
2692,48064.6,27280.8,75345.5,0
2693,49864.5,32546.3,82410.9,0
2694,18160,31677.1,49837.1,0
2695,30920.1,25983.2,56903.2,0
2696,39560.9,31129.3,70690.2,0
2697,20591.3,34402.7,54994.1,0
2698,130186,32724.1,162910,0
2699,83860.5,26699.9,110560,0
2700,28025.2,34809.6,62834.9,0
2701,24951.7,32903.2,57854.9,0
2702,66867.9,35014.5,101882,0
2703,86711.6,28384,115096,0
2704,83389.1,28628,112017,0
2705,39498.1,35353.2,74851.4,0
2706,21102.4,30635.3,51737.8,0
2707,24329.5,30550.2,54879.8,0
2708,35689.6,33004.2,68693.8,0
2709,78687.9,29139.1,107827,0
2710,84139.2,35003.3,119143,0
2711,24818.8,35040.4,59859.2,0
2712,34431.9,34183.3,68615.2,0
2713,33263.1,30021.9,63285.1,0
2714,25807.5,30388.4,56195.8,0
2715,20399.1,31044.4,51443.6,0
2716,32765,29706.1,62471.2,0
2717,32947.1,34768,67715.1,0
2718,26146.7,37259,63405.7,0
2719,40079.4,30504,70583.4,0
2720,25651.7,31109.1,56760.8,0
2721,68396.5,29787.4,98183.9,0
2722,55644.6,38238.7,93883.2,0
2723,54683.8,49465.6,104149,0
2724,145329,50744.7,196074,0
2725,39233.3,33195.6,72428.9,0
2726,21176.9,30757.7,51934.6,0
2727,34232.7,29495,63727.7,0
2728,36304.9,41498.8,77803.7,0
2729,58212.4,37894.9,96107.3,0
2730,62883,35367.6,98250.6,0
2731,33503.3,32528.9,66032.2,0
2732,35399.2,28757.6,64156.8,0
2733,25741.8,34572.7,60314.5,0
2734,28031.1,33881.5,61912.6,0
2735,86183.7,36767.6,122951,0
2736,67640.7,28861.8,96502.5,0
2737,43748.4,32570.2,76318.5,0
2738,25295.9,30263,55558.9,0
2739,29469.3,35495.5,64964.9,0
2740,49096.4,29585.4,78681.8,0
2741,30900.9,27122.4,58023.3,0
2742,49635.1,35799.8,85434.9,0
2743,37870.3,34656,72526.3,0
2744,17115.7,32658.1,49773.8,0
2745,25550.8,34174.9,59725.6,0
2746,65089.6,30738,95827.6,0
2747,23805.6,35695,59500.6,0
2748,35832.9,30948.5,66781.4,0
2749,44819.7,28389.8,73209.6,0
2750,21946.2,29801.8,51747.9,0
2751,22774,28878.1,51652.1,0
2752,25612.1,32690.9,58303,0
2753,28043.9,31505.4,59549.3,0
2754,43795.1,32931.3,76726.5,0
2755,31473.9,33040,64513.9,0
2756,92457.6,33733,126191,0
2757,22525.7,32202.3,54728,0
2758,28917.8,35325.2,64243,0
2759,57213.2,34913,92126.1,0
2760,30145.4,30198.6,60344,0
2761,26590,32549.4,59139.4,0
2762,37219.4,31928.7,69148,0
2763,30779,29858,60636.9,0
2764,37889,38965.2,76854.2,0
2765,25257.2,31703.1,56960.4,0
2766,45473.1,32667.7,78140.8,0
2767,27923,35255,63178,0
2768,26643.8,31181.6,57825.4,0
2769,39932.4,30668,70600.3,0
2770,79401.7,36495.6,115897,0
2771,93908.6,37421.7,131330,0
2772,54898.7,26276.9,81175.5,0
2773,46416.5,29825.5,76242,0
2774,30358.6,29511.7,59870.3,0
2775,31921.6,26042.8,57964.4,0
2776,44069.6,28910.1,72979.7,0
2777,38919.6,29684.2,68603.8,0
2778,52970.3,29255.7,82226.1,0
2779,88075.9,27105.6,115181,0
2780,105608,28383.4,133991,0
2781,35174.7,21004.1,56178.9,0
2782,27109.8,33251.6,60361.4,0
2783,83051,24766.9,107818,0
2784,33045.2,27433.3,60478.5,0
2785,41422,26705.4,68127.4,0
2786,28020.8,31196.8,59217.6,0
2787,35202.8,25214,60416.9,0
2788,19852.5,25212.5,45065,0
2789,66005.9,25141.7,91147.7,0
2790,70147.8,28375.1,98523,0
2791,41160.1,27276,68436.1,0
2792,27091.9,26277,53368.9,0
2793,113479,22667.6,136146,0
2794,101206,33548.4,134754,0
2795,31833.8,25425.3,57259.1,0
2796,49366.7,24718.8,74085.5,0
2797,22794,28839.6,51633.5,0
2798,34299,26439.6,60738.6,0
2799,53197.9,34694.3,87892.1,0
2800,30044,30930.9,60974.9,0
2801,44029.1,28466.3,72495.4,0
2802,33684.5,31936.6,65621.1,0
2803,35249.2,29326.2,64575.4,0
2804,95730,34344.3,130074,0
2805,33253,31819.1,65072.1,0
2806,25136.4,37409.3,62545.7,0
2807,65478.2,33473.8,98952,0
2808,84678.2,31751.2,116429,0
2809,60609,30889,91498,0
2810,53083.5,29874.5,82958.1,0
2811,56067.6,32191.8,88259.3,0
2812,53820.7,33845.6,87666.3,0
2813,123769,35097.1,158866,0
2814,76997.9,28896.4,105894,0
2815,30188,32444.8,62632.8,0
2816,22300,32604.8,54904.8,0
2817,40262.3,37511.3,77773.6,0
2818,79134.8,31056.7,110192,0
2819,49479.9,36332.2,85812.1,0
2820,30050,32442.9,62492.9,0
2821,34974.9,33269.3,68244.3,0
2822,20059.5,32459.6,52519.1,0
2823,46024.2,34966.4,80990.5,0
2824,52326,34555.7,86881.7,0
2825,42879.5,34808.1,77687.6,0
2826,57496.5,33513,91009.5,0
2827,62033.2,35611.9,97645.1,0
2828,21580.6,33906.8,55487.4,0
2829,46274,38513.8,84787.8,0
2830,39381.8,33721,73102.9,0
2831,100692,32707.1,133399,0
2832,27998,32727.3,60725.4,0
2833,43145,32824.8,75969.8,0
2834,20983.6,32210.2,53193.8,0
2835,19753.5,34274.6,54028.1,0
2836,62686.3,27733.2,90419.6,0
2837,22530.3,31460,53990.3,0
2838,128564,30435.9,159000,0
2839,51432.9,38523.3,89956.1,0
2840,61926.3,32945.1,94871.4,0
2841,18435.6,32393.8,50829.4,0
2842,87352.5,32328,119680,0
2843,43406,36373.9,79780,0
2844,59456.2,33997.1,93453.3,0
2845,31238.1,35491.3,66729.4,0
2846,33746.3,34897.1,68643.5,0
2847,48687.9,34444.4,83132.4,0
2848,62255.1,34419.5,96674.7,0
2849,44958,37126.3,82084.3,0
2850,43574,37942.1,81516,0
2851,30335.6,30406.7,60742.3,0
2852,61344.5,26047.6,87392.1,0
2853,75130.6,30520.3,105651,0
2854,43080.8,33917.8,76998.7,0
2855,68976.9,35890.9,104868,0
2856,22443,32185.4,54628.4,0
2857,91223,32753.7,123977,0
2858,46358.8,36719.6,83078.4,0
2859,24871.5,31068.4,55939.8,0
2860,31311.1,31548.4,62859.5,0
2861,27462.2,35763.3,63225.5,0
2862,75485.9,32303,107789,0
2863,27219.8,32700.6,59920.4,0
2864,45120.3,34467,79587.3,0
2865,30461,31650.9,62111.9,0
2866,21342.3,30986.6,52328.9,0
2867,24502.2,31166.7,55668.9,0
2868,21610,27697.3,49307.3,0
2869,128693,34893.8,163587,0
2870,61306.8,24064.8,85371.6,0
2871,61198.3,29269.2,90467.5,0
2872,44393.2,32203.9,76597.1,0
2873,43792.3,27755.9,71548.2,0
2874,39677,34867.7,74544.7,0
2875,17775.5,34596.8,52372.3,0
2876,54163.4,33503,87666.4,0
2877,53615.6,32859.2,86474.8,0
2878,66738.5,32262.3,99000.8,0
2879,60580.4,31750.2,92330.6,0
2880,48104.7,33250.8,81355.6,0
2881,34656.5,31173.1,65829.5,0
2882,27307.7,31897.9,59205.6,0
2883,117208,29929.6,147138,0
2884,27775.2,25173.2,52948.4,0
2885,88797.6,25236.6,114034,0
2886,43805.3,23680.7,67486,0
2887,47819.3,31792.5,79611.8,0
2888,23033.2,31543.4,54576.6,0
2889,23620,32975.3,56595.3,0
2890,21542.1,36361.5,57903.6,0
2891,39712.9,32485.9,72198.8,0
2892,88927.4,32289.9,121217,0
2893,25733.8,34428.2,60162,0
2894,50841.3,34466.5,85307.8,0
2895,49295.8,35340,84635.8,0
2896,80802,32157.5,112959,0
2897,93867.8,35657.8,129526,0
2898,34513.8,29990.5,64504.2,0
2899,80099.9,28769.6,108870,0
2900,18516.4,26776.4,45292.8,0
2901,62510.4,31730.2,94240.6,0
2902,52455.8,36440.3,88896.1,0
2903,27920,35772.6,63692.6,0
2904,48196.2,28815,77011.2,0
2905,20729.2,26903.9,47633.1,0
2906,33799.3,26134.1,59933.4,0
2907,26577.4,35826.5,62403.9,0
2908,34117.4,32630.2,66747.6,0
2909,67548.1,33511.1,101059,0
2910,54045.3,29700.9,83746.2,0
2911,24421.9,31015.5,55437.3,0
2912,86415,33035.6,119451,0
2913,77663.6,34443.8,112107,0
2914,96938.2,33321.6,130260,0
2915,26718.3,34536.9,61255.2,0
2916,46926.2,30916.1,77842.3,0
2917,49266,35083.3,84349.2,0
2918,48059.5,34630.1,82689.6,0
2919,47849.7,28529.7,76379.4,0
2920,42772.9,26483.2,69256.1,0
2921,32619.7,33529,66148.7,0
2922,48904.4,33580.5,82484.9,0
2923,46038.8,33812.7,79851.5,0
2924,25381.9,28997.7,54379.6,0
2925,61623.4,25380.6,87004,0
2926,18151.3,30599.5,48750.8,0
2927,91822,37752.6,129575,0
2928,49001.7,32545.1,81546.8,0
2929,42592.7,36953.4,79546.1,0
2930,60983.3,34125.7,95109,0
2931,44366.1,28146.6,72512.7,0
2932,29049.1,40242.5,69291.6,0
2933,22837.5,37914.1,60751.6,0
2934,26928.8,37118,64046.8,0
2935,29951.6,37349.1,67300.7,0
2936,48272.1,32670,80942.2,0
2937,45380.1,31710.6,77090.7,0
2938,31591,31948.3,63539.4,0
2939,35113.7,30638,65751.7,0
2940,65488.9,28808.6,94297.5,0
2941,24271.6,29116.4,53388,0
2942,54116.8,35349.9,89466.7,0
2943,32995.1,31654.4,64649.5,0
2944,59356.9,27555.2,86912.1,0
2945,102585,33525.8,136111,0
2946,47230.5,37123.6,84354,0
