Kernel name,Computation duration (us),Global size,Local size,TBX,TBY,LOCAL,WPTX,WPTY,VECTOR,UNROLL_FACTOR,PADDING,TBX_XL,TBY_XL,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_16,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,half_precision_fu_utilization,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
conv,13862,1531904,187,16,8,2,8,2,1,1,0,17,11,8,65091540,17680553,2,112895790,32374841,2,119635968,70.4532,1,34.8019,8912896,3801088,206389248,15597568,0.614204,100.021,0,822083584,0,519503872,77422592,957898752,113942528,0,96772096,0,1,1.62958,0,0,0,1,1,2,3.91241,81.2995,80.4355,1024,11792,448,0,32
conv,14327,1531904,187,16,8,2,8,2,1,1,1,17,11,8,67099206,17679648,2,128416283,32374793,2,119635968,73.2996,1,24.4179,14385152,3735552,206389248,15597568,0.612443,99.9729,0,822083584,0,519503872,77422592,987258880,202022912,0,101359616,0,1,1.58986,0,0,0,1,1,2,3.9761,81.2407,80.4158,1024,11880,448,0,40
conv,2194,1531904,187,16,8,2,8,2,1,7,0,17,11,3,2103315,2068542,4,26157152,16777225,1,10371072,0,3,34.8019,8912896,3801088,0,0,0.159688,99.899,0,822083584,0,129998848,26042368,151543808,59981824,0,45432832,0,2,10.4232,0,0,0,1,1,2,16.7624,82.7302,81.8276,512,11792,0,0,124
conv,2069,1531904,187,16,8,2,8,2,1,7,1,17,11,3,2103315,2068534,4,26157104,16777225,1,10371072,0,4,24.4179,14385152,3735552,0,0,0.226096,99.7164,0,822083584,0,129998848,26042368,180903936,56270848,0,46424064,0,2,11.0873,0,0,0,1,1,2,18.1149,82.6904,81.807,640,11880,0,0,94
conv,14077,1531904,187,16,8,2,8,2,2,1,0,17,11,8,66969423,17682653,2,116341574,23986185,2,119635968,83.9689,1,38.6356,8912896,2539520,206389248,15597568,0.60847,100.224,0,822083584,0,588201984,65167360,925360128,106463232,0,97148928,0,1,1.62016,0,0,0,1,1,2,3.9237,81.3182,80.6518,1024,11792,448,0,32
conv,13812,1531904,187,16,8,2,8,2,2,1,1,17,11,8,64092360,17683698,2,109584538,23986185,2,119635968,83.1944,1,25.2513,14385152,3137536,206389248,15597568,0.460137,98.6434,0,822083584,0,588201984,65167360,960757760,188252160,0,101687296,0,1,1.64138,0,0,0,1,1,2,4.17633,81.2903,80.6536,1024,11880,448,0,48
conv,1591,1531904,187,16,8,2,8,2,2,7,0,17,11,4,2103467,2068526,3,14082488,8388617,2,10371072,0,3,38.6356,8912896,2539520,0,0,0.157467,99.8858,0,822083584,0,198696960,13787136,119005184,52985856,0,45817856,0,3,14.4389,0,0,0,1,1,2,23.7027,82.7765,82.2932,512,11792,0,0,125
conv,1591,1531904,187,16,8,2,8,2,2,7,1,17,11,4,2103315,2068506,3,14082104,8388617,2,10371072,0,4,25.2513,14385152,3137536,0,0,0.233002,99.8475,0,822083584,0,198696960,13787136,154402816,47742976,0,46956544,0,3,14.4304,0,0,0,1,1,2,24.2005,82.776,82.3044,640,11880,0,0,94
conv,10539,696320,170,16,8,2,8,4,1,1,0,17,10,7,39197295,11823919,3,121584425,26525705,2,112459776,73.9796,1,23.1754,7192576,5799936,200400896,9748480,0.309201,99.642,0,822083584,0,407019520,37527552,891232256,113287168,0,88748032,0,1,2.15048,0,0,0,1,1,3,4.99566,80.5352,79.9718,1024,20368,560,0,48
conv,10409,696320,170,16,8,2,8,4,1,1,1,17,10,7,38219750,11821638,3,116828283,26525753,2,112459776,73.0326,1,31.9829,6090752,3375104,200400896,9748480,0.308503,99.582,0,822083584,0,407019520,37527552,893329408,155754496,0,90488832,0,1,2.18253,0,0,0,1,1,3,5.10985,80.5249,79.9724,1024,20520,560,0,64
conv,1847,696320,170,16,8,2,8,4,1,7,0,17,10,3,2103323,2068506,4,21860552,16777225,1,6365184,0,3,23.6866,6635520,5799936,0,0,0.158489,99.4051,0,822083584,0,110624768,11837440,105848832,33595392,0,42110976,0,2,12.4204,0,0,0,1,1,1,19.0275,81.1229,80.4415,384,20368,0,0,163
conv,1825,696320,170,16,8,2,8,4,1,7,1,17,10,3,2103351,2068506,4,21860400,16777225,1,6365184,0,2,33.1287,5713920,3375104,0,0,0.157585,99.612,0,822083584,0,110624768,11837440,107421696,34291712,0,42196992,0,2,12.6589,0,0,0,1,1,1,19.4133,81.1256,80.4455,384,20520,0,0,156
conv,10028,696320,170,16,8,2,8,4,2,1,0,17,10,7,38661230,11821181,3,108756564,18137097,2,112459776,84.3907,1,29.2645,7192576,3096576,200400896,9748480,0.307571,100.315,0,822083584,0,462290944,31956992,861986816,110542848,0,89432064,0,1,2.27705,0,0,0,1,1,3,5.32731,80.5616,79.979,1024,20368,560,0,49
conv,9884,696320,170,16,8,2,8,4,2,1,1,17,10,7,38625095,11824621,3,111176819,18137097,2,112459776,84.6138,1,33.9515,6090752,2826240,200400896,9748480,0.30785,99.5283,0,822083584,0,462290944,31956992,869298176,307150848,0,97390592,0,1,2.27534,0,0,0,1,1,3,6.21394,80.5303,79.9866,1024,20520,560,0,64
conv,1182,696320,170,16,8,2,8,4,2,7,0,17,10,5,2103724,2068506,3,11432352,8388617,1,6365184,0,3,30.2662,6635520,3096576,0,0,0.157,99.0166,0,822083584,0,162226176,6266880,76603392,30851072,0,42651648,0,3,19.4942,0,0,0,1,1,2,30.5435,81.1726,80.4505,384,20368,0,0,158
conv,1231,696320,170,16,8,2,8,4,2,7,1,17,10,5,2103395,2068506,3,11432184,8388617,1,6365184,0,3,35.2578,5713920,2826240,0,0,0.160556,99.8188,0,822083584,0,162226176,6266880,83390464,24559616,0,42663936,0,3,18.9051,0,0,0,1,1,2,30.0405,81.2056,80.4636,512,20520,0,0,128
conv,7058,313344,153,16,8,2,8,8,1,1,0,17,9,5,14492477,8904991,4,112294774,23601161,3,108871680,73.1759,1,17.2105,7786496,5316608,197406720,6823936,0.15106,100.357,0,822083584,0,341401600,18171904,868943872,207476736,0,87234560,0,1,3.26226,0,0,0,1,1,3,7.91318,81.2879,80.891,640,37520,784,0,95
conv,6799,313344,153,16,8,2,8,8,1,1,1,17,9,5,14317968,8920017,4,109294893,23601161,3,108871680,72.495,1,18.8581,6641664,5316608,197406720,6823936,0.150199,98.9527,0,822083584,0,341401600,18171904,863963136,227661824,0,87828480,0,1,3.33439,0,0,0,1,1,4,8.2419,81.2792,80.885,512,37800,784,0,120
conv,3903,313344,153,16,8,2,8,8,1,7,0,17,9,2,2212437,2068950,2,20293280,16777225,1,4362240,0,1,22.1448,4644864,5316608,0,0,0.0763877,98.6848,0,822083584,0,196122624,5326848,83036160,18784256,0,42854400,0,1,5.78771,0,0,0,1,1,1,9.25546,82.6217,82.0623,256,37520,0,0,251
conv,3932,313344,153,16,8,2,8,8,1,7,1,17,9,2,2209968,2068798,2,20293096,16777225,1,4362240,0,1,22.0843,4894720,5316608,0,0,0.076443,99.4792,0,822083584,0,196122624,5326848,84084736,18016256,0,42864640,0,1,5.77511,0,0,0,1,1,1,9.24029,82.6224,82.0631,256,37800,0,0,248
conv,6297,313344,153,16,8,2,8,8,2,1,0,17,9,5,14749551,8899139,4,100179219,15212553,4,108871680,81.7839,1,21.2245,7786496,2838528,197406720,6823936,0.151055,99.4364,0,822083584,0,293588992,15665152,841345024,206610432,0,84520960,0,1,3.60302,0,0,0,1,1,4,8.51298,80.8783,80.5752,512,37520,784,0,120
conv,6146,313344,153,16,8,2,8,8,2,1,1,17,9,5,14713098,8898895,4,101402282,15212553,4,108871680,85.5069,1,21.0379,6641664,4077568,197406720,6823936,0.149914,99.4197,0,822083584,0,293588992,15665152,841166848,226482176,0,85268480,0,1,3.69004,0,0,0,1,1,4,8.78675,80.896,80.5905,512,37800,784,0,120
conv,2829,313344,153,16,8,2,8,8,2,7,0,17,9,2,2212998,2068694,2,10648384,8388617,1,4362240,0,1,29.478,4644864,2838528,0,0,0.0768562,99.1745,0,822083584,0,143591424,2820096,55437312,17637376,0,39946240,0,2,8.04463,0,0,0,1,1,1,12.012,81.8569,81.4822,256,37520,0,0,251
conv,2861,313344,153,16,8,2,8,8,2,7,1,17,9,2,2211267,2068698,2,10651792,8388617,1,4362240,0,2,25.1341,4894720,4077568,0,0,0.0768767,98.98,0,822083584,0,143591424,2820096,61288448,16453632,0,40110080,0,2,7.94706,0,0,0,1,1,1,11.928,81.8969,81.513,256,37800,0,0,250
conv,31739,16777216,256,16,16,0,1,1,1,1,0,16,16,8,77775665,104843732,2,275252472,104857737,2,308281344,54.069,0,0,0,0,205520896,102760448,0.720323,100.074,0,822083584,0,9596567552,822083584,2902458368,385875968,0,458227712,0,1,0.715124,0,0,0,1,1,3,10.2091,100,99.0847,1024,0,200,0,40
conv,19629,16777216,256,16,16,0,1,1,1,7,0,16,16,1,2103315,2069174,2,172491048,2097289,2,205520896,0,0,0,0,0,0,0,0.941552,99.9761,0,822083584,0,1006632960,16777216,1660944384,637534208,0,129499136,0,1,1.15378,0,0,0,1,1,2,4.59323,100,100,1024,0,0,0,32
conv,19736,8388608,256,16,16,0,1,2,1,1,0,16,16,8,51818075,60809738,2,154402880,60817417,2,167772160,54.0804,0,0,0,0,115343360,58720256,0.97357,99.9664,0,822083584,0,3850371072,419430400,1778384896,327155712,0,228327424,0,1,1.14973,0,0,0,1,1,3,8.5443,100,98.5075,1024,0,224,0,32
conv,10079,8388608,256,16,16,0,1,2,1,7,0,16,16,1,2103875,2069014,2,96731752,2097161,2,110100480,0,0,0,0,0,0,0,0.945646,99.961,0,822083584,0,729808896,8388608,897581056,419430400,0,89915392,0,1,2.24942,0,0,0,1,1,2,5.87899,100,100,1024,0,0,0,32
conv,12683,4194304,256,16,16,0,1,4,1,1,0,16,16,8,32966709,38786742,2,106508928,38797321,2,120061952,58.087,0,0,0,0,115343360,36700160,0.73123,99.9492,0,822083584,0,2000683008,209715200,1149239296,599785472,0,151126016,0,1,1.79165,0,0,0,1,1,3,8.67984,100,98.8725,1024,0,280,0,40
conv,5322,4194304,256,16,16,0,1,4,1,7,0,16,16,1,2132863,2068822,2,58851376,2097161,3,62390272,0,0,0,0,0,0,0,0.70858,99.9626,0,822083584,0,444596224,4194304,515899392,201326592,0,62128128,0,1,4.26822,0,0,0,1,1,3,7.99583,100,100,1024,0,0,0,40
conv,9131,2097152,256,16,16,0,1,8,1,1,0,16,16,8,28211634,27773664,2,74125388,27787273,2,73662464,58.7323,0,0,0,0,70254592,25690112,0.723817,100.026,0,822083584,0,1107296256,104857600,729808896,748683264,0,110624768,0,1,2.48888,0,0,0,1,1,2,9.22996,100,99.2299,1024,0,392,0,40
conv,2910,2097152,256,16,16,0,1,8,1,7,0,16,16,2,2201751,2068654,3,39911472,2097161,3,38535168,0,0,0,0,0,0,0,0.476477,99.7754,0,822083584,0,314572800,2097152,325058560,115343360,0,49348608,0,2,7.83465,0,0,0,1,1,3,12.3604,100,100,1024,0,0,0,56
conv,20266,8388608,256,16,16,0,2,1,1,1,0,16,16,8,59923594,60805386,3,255052772,62914569,2,212860928,50.7815,0,0,0,0,205520896,58720256,0.718903,99.8769,0,822083584,0,4395630592,411041792,1837105152,251658240,0,243269632,0,1,1.11937,0,0,0,1,1,3,8.01733,100,99.1379,1024,0,224,0,38
conv,11015,8388608,256,16,16,0,2,1,1,7,0,16,16,1,2103315,2069306,3,152305712,4194313,2,110100480,0,0,0,0,0,0,0,0.948733,99.9677,0,822083584,0,511705088,8388608,897581056,251658240,0,77856768,0,1,2.05976,0,0,0,1,1,2,4.41584,100,100,1024,0,0,0,32
conv,20308,8388608,256,16,16,0,2,1,2,1,0,16,16,8,60147335,60805982,3,255051216,60817417,2,212860928,51.1184,0,0,0,0,205520896,58720256,0.71915,99.944,0,822083584,0,4437573632,411041792,1828716544,268435456,0,244842496,0,1,1.11827,0,0,0,1,1,3,8.03831,100,99.1435,1024,0,224,0,36
conv,10996,8388608,256,16,16,0,2,1,2,7,0,16,16,1,2103315,2067602,3,152305712,2097289,2,110100480,0,0,0,0,0,0,0,0.693835,99.9811,0,822083584,0,562036736,8388608,889192448,436207616,0,84934656,0,1,2.06272,0,0,0,1,1,2,4.90584,100,100,1024,0,0,0,40
conv,13563,4194304,256,16,16,0,2,2,1,1,0,16,16,7,39205884,35633406,3,149124740,37748745,2,139460608,51.5229,0,0,0,0,160432128,33554432,0.721754,99.6201,0,822083584,0,1925185536,209715200,1241513984,364904448,0,144310272,0,1,1.67233,0,0,0,1,1,3,7.40912,100,98.8193,1024,0,256,0,40
conv,5729,4194304,256,16,16,0,2,2,1,7,0,16,16,1,2103315,2069254,3,86114352,4194313,2,59244544,0,0,0,0,0,0,0,0.711096,99.8823,0,822083584,0,369098752,4194304,490733568,230686720,0,59899904,0,1,3.9657,0,0,0,1,1,2,6.96921,100,100,1024,0,0,0,40
conv,14464,4194304,256,16,16,0,2,2,2,1,0,16,16,8,52020334,35642326,3,152600624,35651593,2,139460608,53.1357,0,0,0,0,160432128,33554432,0.969593,100.004,0,822083584,0,1962934272,209715200,1233125376,364904448,0,145227776,0,1,1.56949,0,0,0,1,1,3,7.07899,100,98.8267,1024,0,256,0,32
conv,5707,4194304,256,16,16,0,2,2,2,7,0,16,16,1,2103411,2067258,3,86114448,2097161,2,59244544,0,0,0,0,0,0,0,0.711942,99.9144,0,822083584,0,406847488,4194304,482344960,239075328,0,61079552,0,1,3.98208,0,0,0,1,1,2,7.15845,100,100,1024,0,0,0,40
conv,8343,2097152,256,16,16,0,2,4,1,1,0,16,16,8,27410169,23054778,3,104273300,25165833,3,102760448,55.6673,0,0,0,0,137887744,20971520,0.680637,99.9123,0,822083584,0,1042284544,104857600,910163968,402653184,0,103415808,0,1,2.73202,0,0,0,1,1,3,8.14804,100,99.1762,1024,0,320,0,40
conv,3075,2097152,256,16,16,0,2,4,1,7,0,16,16,2,2118144,2068726,4,53018872,4194313,2,33816576,0,0,0,0,0,0,0,0.477173,99.8567,0,822083584,0,264241152,2097152,287309824,115343360,0,46596096,0,1,7.41363,0,0,0,1,1,3,10.6829,100,100,1024,0,0,0,56
conv,8367,2097152,256,16,16,0,2,4,2,1,0,16,16,8,27719016,23053450,3,103467044,23068681,3,102760448,56.5157,0,0,0,0,137887744,20971520,0.687144,100.129,0,822083584,0,1056964608,104857600,901775360,411041792,0,103874560,0,1,2.71849,0,0,0,1,1,3,8.19402,100,99.1798,1024,0,320,0,40
conv,3058,2097152,256,16,16,0,2,4,2,7,0,16,16,2,2118603,2067150,3,53018728,2097161,2,33816576,0,0,0,0,0,0,0,0.477062,99.8795,0,822083584,0,278921216,2097152,278921216,121634816,0,46989312,0,2,7.45427,0,0,0,1,1,3,10.777,100,100,1024,0,0,0,56
conv,7607,1048576,256,16,16,0,2,8,1,1,0,16,16,7,24837271,16754236,3,81912808,18874377,2,84410368,59.6004,0,0,0,0,126615552,14680064,0.730947,100.643,0,822083584,0,717225984,52428800,744488960,525336576,0,89849856,0,1,2.99937,0,0,0,1,1,3,8.79288,100,99.5259,1024,0,448,0,38
conv,1769,1048576,256,16,16,0,2,8,1,7,0,16,16,4,2201775,2068542,4,36471552,4194313,3,21102592,0,0,0,0,0,0,0,0.357099,99.8153,0,822083584,0,203423744,1048576,185597952,87031808,0,40599552,0,2,13.014,0,0,0,1,1,3,17.4461,100,100,768,0,0,0,80
conv,7976,1048576,256,16,16,0,2,8,2,1,0,16,16,6,20818129,16753874,2,77506772,16777225,2,84410368,59.2708,0,0,0,0,126615552,14680064,0.610915,99.7452,0,822083584,0,727711744,52428800,736100352,475004928,0,88342528,0,1,2.8514,0,0,0,1,1,3,8.11714,100,99.5178,1024,0,448,0,42
conv,1752,1048576,256,16,16,0,2,8,2,7,0,16,16,4,2201805,2066710,4,36470832,2097161,3,21102592,0,0,0,0,0,0,0,0.356288,99.9009,0,822083584,0,214958080,1048576,177209344,80740352,0,40501248,0,2,13.1211,0,0,0,1,1,3,17.608,100,100,768,0,0,0,80
conv,19201,4194304,256,16,16,0,4,1,1,1,0,16,16,8,82711052,38787480,3,265079528,45088825,2,165150720,44.9237,0,0,0,0,205520896,36700160,0.67573,99.694,0,822083584,0,2403336192,205520896,1484783616,163577856,0,159776768,0,1,1.17769,0,0,0,1,1,2,5.62977,100,99.3437,1024,0,280,0,35
conv,7069,4194304,256,16,16,0,4,1,1,7,0,16,16,1,2103491,2069222,5,162398432,8388617,2,62390272,0,0,0,0,0,0,0,0.461149,99.9823,0,822083584,0,255852544,4194304,515899392,184549376,0,55705600,0,1,3.21656,0,0,0,1,1,2,4.87563,100,100,1024,0,0,0,56
conv,19344,4194304,256,16,16,0,4,1,2,1,0,16,16,8,83396568,38787174,3,265065948,40894473,2,165150720,45.555,0,0,0,0,205520896,36700160,0.683256,99.9911,0,822083584,0,2428502016,205520896,1476395008,167772160,0,160432128,0,1,1.17017,0,0,0,1,1,2,5.91154,100,99.3464,1024,0,280,0,36
conv,6959,4194304,256,16,16,0,4,1,2,7,0,16,16,1,2103315,2069190,4,162398256,4194313,2,62390272,0,0,0,0,0,0,0,0.464391,99.9478,0,822083584,0,281018368,4194304,507510784,184549376,0,56229888,0,1,3.26754,0,0,0,1,1,2,5.27136,100,100,1024,0,0,0,56
conv,19285,4194304,256,16,16,0,4,1,4,1,0,16,16,8,81689448,38786004,3,264962556,38797321,2,165150720,45.8723,0,0,0,0,205520896,36700160,0.68242,101.011,0,822083584,0,2432696320,205520896,1472200704,171966464,0,160563200,0,1,1.18256,0,0,0,1,1,2,5.60918,100,99.3469,1024,0,280,0,36
conv,6940,4194304,256,16,16,0,4,1,4,7,0,16,16,1,2103683,2067318,4,162399312,2097161,2,62390272,0,0,0,0,0,0,0,0.465644,99.948,0,822083584,0,285212672,4194304,503316480,192937984,0,56492032,0,1,3.27588,0,0,0,1,1,2,5.10098,100,100,1024,0,0,0,56
conv,12680,2097152,256,16,16,0,4,2,1,1,0,16,16,8,56695922,23057188,3,164492796,29360137,2,125304832,48.102,0,0,0,0,182976512,20971520,0.721811,99.8739,0,822083584,0,962592768,104857600,1082130432,199229440,0,99942400,0,1,1.7923,0,0,0,1,1,3,4.94013,100,99.1475,1024,0,320,0,39
conv,3793,2097152,256,16,16,0,4,2,1,7,0,16,16,2,2103315,2068750,5,92340272,8388617,2,33816576,0,0,0,0,0,0,0,0.475579,99.765,0,822083584,0,184549376,2097152,287309824,100663296,0,43646976,0,1,6.00731,0,0,0,1,1,2,7.94255,100,100,1024,0,0,0,56
conv,12613,2097152,256,16,16,0,4,2,2,1,0,16,16,8,56515089,23057090,3,163551084,25165833,2,125304832,48.7538,0,0,0,0,182976512,20971520,0.720713,99.9883,0,822083584,0,981467136,104857600,1073741824,190840832,0,100007936,0,1,1.79064,0,0,0,1,1,3,4.94361,100,99.1481,1024,0,320,0,40
conv,3680,2097152,256,16,16,0,4,2,2,7,0,16,16,2,2103323,2068898,5,92340512,4194313,2,33816576,0,0,0,0,0,0,0,0.481275,99.797,0,822083584,0,203423744,2097152,278921216,117440512,0,44498944,0,1,6.1909,0,0,0,1,1,2,8.40408,100,100,1024,0,0,0,56
conv,12632,2097152,256,16,16,0,4,2,4,1,0,16,16,8,56817556,23056618,3,164169924,23068809,2,125304832,49.5662,0,0,0,0,182976512,20971520,0.72047,99.8138,0,822083584,0,985661440,104857600,1069547520,195035136,0,100139008,0,1,1.78418,0,0,0,1,1,3,4.99365,100,99.1492,1024,0,320,0,37
conv,3677,2097152,256,16,16,0,4,2,4,7,0,16,16,2,2103316,2067490,5,92340288,2097161,2,33816576,0,0,0,0,0,0,0,0.478171,99.9123,0,822083584,0,207618048,2097152,274726912,104857600,0,44105728,0,1,6.19766,0,0,0,1,1,2,8.41931,100,100,1024,0,0,0,56
conv,8668,1048576,256,16,16,0,4,4,1,1,0,16,16,8,37855114,15187832,3,133911252,21495817,3,105381888,57.5856,0,0,0,0,171704320,13107200,0.576549,99.9705,0,822083584,0,682622976,52428800,900726784,365953024,0,88670208,0,1,2.62319,0,0,0,1,1,3,6.95537,100,99.5196,1024,0,400,0,48
conv,2205,1048576,256,16,16,0,4,4,1,7,0,16,16,3,2132455,2068538,5,57311960,8388617,2,19529728,0,0,0,0,0,0,0,0.354796,99.8784,0,822083584,0,132120576,1048576,173015040,75497472,0,37617664,0,2,10.3936,0,0,0,1,1,2,12.5574,100,100,768,0,0,0,80
conv,9470,1048576,256,16,16,0,4,4,2,1,0,16,16,8,43208230,15185202,3,135582124,17301513,2,105381888,59.8387,0,0,0,0,171704320,13107200,0.72752,99.3667,0,822083584,0,535822336,52428800,892338176,208666624,0,78905344,0,1,2.39353,0,0,0,1,1,3,4.93794,100,99.4601,1024,0,400,0,38
conv,2087,1048576,256,16,16,0,4,4,2,7,0,16,16,3,2115998,2068842,5,57311280,4194313,2,19529728,0,0,0,0,0,0,0,0.358079,99.4587,0,822083584,0,139460608,1048576,164626432,54525952,0,36929536,0,2,10.9849,0,0,0,1,1,2,13.4968,100,100,896,0,0,0,72
conv,9543,1048576,256,16,16,0,4,4,4,1,0,16,16,8,43345444,15184510,3,134596300,15204361,2,105381888,60.4192,0,0,0,0,171704320,13107200,0.727267,100.785,0,822083584,0,540016640,52428800,888143872,208666624,0,78905344,0,1,2.38424,0,0,0,1,1,3,4.86774,100,99.4601,1024,0,400,0,40
conv,2062,1048576,256,16,16,0,4,4,4,7,0,16,16,3,2116914,2067066,5,57311280,2097161,2,19529728,0,0,0,0,0,0,0,0.361471,99.3844,0,822083584,0,143654912,1048576,160432128,39845888,0,36470784,0,2,11.0864,0,0,0,1,1,2,13.6744,100,100,896,0,0,0,72
conv,6967,524288,256,16,16,0,4,8,1,1,0,16,16,8,29698314,11314190,4,121730348,17563657,3,95420416,65.3342,0,0,0,0,166068224,9175040,0.476748,100.284,0,822083584,0,384827392,26214400,798490624,316669952,0,73596928,0,1,3.27889,0,0,0,1,1,3,7.06944,100,99.7106,1024,0,560,0,56
conv,1464,524288,256,16,16,0,4,8,1,7,0,16,16,4,2203465,2088303,6,39796784,8388617,2,12386304,0,0,0,0,0,0,0,0.24365,101.124,0,822083584,0,101711872,524288,115867648,45088768,0,33914880,0,2,15.6656,0,0,0,1,1,2,17.8241,100,100,512,0,0,0,128
conv,7103,524288,256,16,16,0,4,8,2,1,0,16,16,8,30734260,11251615,4,121769644,13369353,3,95420416,67.495,0,0,0,0,166068224,9175040,0.476438,98.4764,0,822083584,0,398458880,26214400,790102016,341835776,0,74547200,0,1,3.17284,0,0,0,1,1,3,7.0834,100,99.7143,1024,0,560,0,56
conv,1313,524288,256,16,16,0,4,8,2,7,0,16,16,5,2207709,2068674,6,39797056,4194313,2,12386304,0,0,0,0,0,0,0,0.240269,101.366,0,822083584,0,107479040,524288,107479040,45613056,0,33849344,0,2,17.437,0,0,0,1,1,2,19.7374,100,100,512,0,0,0,128
conv,5910,524288,256,16,16,0,4,8,4,1,0,16,16,8,22353479,11248518,4,113173984,11272201,3,95420416,66.2659,0,0,0,0,166068224,9175040,0.365151,99.9128,0,822083584,0,402653184,26214400,785907712,317718528,0,73793536,0,1,3.85188,0,0,0,1,1,4,8.58379,100,99.7114,896,0,560,0,68
conv,1288,524288,256,16,16,0,4,8,4,7,0,16,16,5,2209526,2066046,6,39796784,2097161,2,12386304,0,0,0,0,0,0,0,0.236483,99.5307,0,822083584,0,111673344,524288,103284736,45088768,0,33832960,0,3,18.1911,0,0,0,1,1,3,21.2968,100,100,512,0,0,0,128
conv,18047,2097152,256,16,16,0,8,1,1,1,0,16,16,8,85985186,27762235,4,311464320,42467337,2,141295616,36.2773,0,0,0,0,205520896,25690112,0.551602,97.5634,0,822083584,0,1201668096,102760448,1249902592,106954752,0,109379584,0,1,1.23607,0,0,0,1,1,2,4.62867,100,99.5207,1024,0,392,0,36
conv,6214,2097152,256,16,16,0,8,1,1,7,0,16,16,1,2104027,2069030,7,208732928,16777225,2,38535168,0,0,0,0,0,0,0,0.357018,99.8154,0,822083584,0,127926272,2097152,325058560,75497472,0,42270720,0,1,3.66348,0,0,0,1,1,2,4.66323,100,100,768,0,0,0,80
conv,18523,2097152,256,16,16,0,8,1,2,1,0,16,16,8,85063413,27760537,4,311450128,34078729,2,141295616,37.1501,0,0,0,0,205520896,25690112,0.563726,100.139,0,822083584,0,1214251008,102760448,1241513984,102760448,0,109379584,0,1,1.23861,0,0,0,1,1,2,4.52835,100,99.5207,1024,0,392,0,36
conv,6062,2097152,256,16,16,0,8,1,2,7,0,16,16,1,2104027,2069094,6,208732928,8388617,2,38535168,0,0,0,0,0,0,0,0.363186,99.9212,0,822083584,0,140509184,2097152,316669952,79691776,0,42532864,0,1,3.7464,0,0,0,1,1,2,4.80201,100,100,768,0,0,0,80
conv,18261,2097152,256,16,16,0,8,1,4,1,0,16,16,8,83679354,27754532,4,311442920,29884425,2,141295616,37.5997,0,0,0,0,205520896,25690112,0.552295,99.5439,0,822083584,0,1216348160,102760448,1237319680,98566144,0,109182976,0,1,1.26143,0,0,0,1,1,2,4.45508,100,99.5198,1024,0,392,0,36
conv,6049,2097152,256,16,16,0,8,1,4,7,0,16,16,1,2103547,2069338,6,208732760,4194313,2,38535168,0,0,0,0,0,0,0,0.362103,100.385,0,822083584,0,144703488,2097152,312475648,60817408,0,41943040,0,1,3.77396,0,0,0,1,1,2,4.72861,100,100,768,0,0,0,80
conv,14008,1048576,256,16,16,0,8,2,1,1,0,16,16,8,68023191,16763796,3,215774124,31457289,2,118226944,45.047,0,0,0,0,194248704,14680064,0.720553,99.4918,0,822083584,0,642777088,52428800,1002438656,59768832,0,81035264,0,1,1.61858,0,0,0,1,1,2,3.49698,100,99.4743,1024,0,448,0,40
conv,3298,1048576,256,16,16,0,8,2,1,7,0,16,16,2,2103320,2068930,7,119046424,16777225,2,21102592,0,0,0,0,0,0,0,0.237038,100.7,0,822083584,0,92274688,1048576,185597952,71303168,0,36634624,0,1,6.99248,0,0,0,1,1,2,8.21977,100,100,640,0,0,0,96
conv,13848,1048576,256,16,16,0,8,2,2,1,0,16,16,8,68003799,16762718,3,213138132,23068681,2,118226944,46.0139,0,0,0,0,194248704,14680064,0.722383,100.553,0,822083584,0,490733568,52428800,994050048,100663296,0,77299712,0,1,1.62961,0,0,0,1,1,2,3.08469,100,99.4489,1024,0,448,0,37
conv,3206,1048576,256,16,16,0,8,2,2,7,0,16,16,2,2103316,2069198,7,119046240,8388617,2,21102592,0,0,0,0,0,0,0,0.230313,99.9818,0,822083584,0,101711872,1048576,177209344,74448896,0,36765696,0,1,7.14466,0,0,0,1,1,2,8.45914,100,100,640,0,0,0,96
conv,14419,1048576,256,16,16,0,8,2,4,1,0,16,16,8,70564785,16764394,3,212801928,18874377,2,118226944,46.7775,0,0,0,0,194248704,14680064,0.730034,100.115,0,822083584,0,492830720,52428800,989855744,98566144,0,77168640,0,1,1.56914,0,0,0,1,1,2,2.94925,100,99.448,1024,0,448,0,40
conv,3145,1048576,256,16,16,0,8,2,4,7,0,16,16,2,2103315,2069202,7,119046192,4194313,2,21102592,0,0,0,0,0,0,0,0.235343,99.7037,0,822083584,0,104857600,1048576,173015040,76546048,0,36798464,0,1,7.25809,0,0,0,1,1,2,8.80301,100,100,640,0,0,0,96
