Kernel name,Computation duration (us),Global size,Local size,TBX,TBY,LOCAL,WPTX,WPTY,VECTOR,UNROLL_FACTOR,PADDING,TBX_XL,TBY_XL,dram__throughput.avg.pct_of_peak_sustained_elapsed,dram__sectors_read.sum,dram__sectors_write.sum,lts__t_sectors.avg.pct_of_peak_sustained_elapsed,lts__t_sectors_op_read.sum,lts__t_sectors_op_write.sum,l1tex__t_requests_pipe_lsu_mem_global_op_ld.avg.pct_of_peak_sustained_active,l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum,l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum,sm__warps_active.avg.pct_of_peak_sustained_active,smsp__cycles_active.avg.pct_of_peak_sustained_elapsed,smsp__sass_thread_inst_executed_op_fp16_pred_on.sum,smsp__sass_thread_inst_executed_op_fp32_pred_on.sum,smsp__sass_thread_inst_executed_op_fp64_pred_on.sum,smsp__sass_thread_inst_executed_op_integer_pred_on.sum,smsp__sass_thread_inst_executed_op_control_pred_on.sum,smsp__sass_thread_inst_executed_op_memory_pred_on.sum,smsp__sass_thread_inst_executed_op_misc_pred_on.sum,smsp__sass_thread_inst_executed_op_conversion_pred_on.sum,smsp__inst_executed.sum,smsp__inst_executed_pipe_fp16.sum,smsp__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active,smsp__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active,smsp__issue_active.avg.pct_of_peak_sustained_active,smsp__thread_inst_executed_per_inst_executed.ratio,smsp__thread_inst_executed_per_inst_executed.pct,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
conv,2668,2097152,256,32,8,1,4,2,4,7,1,32,8,44.6553,2.10413e+06,2.09704e+06,19.4462,5.76412e+06,2.09717e+06,8.26756,5.0135e+06,35.4132,1.16652e+07,4.09978e+06,0,0,97.4632,99.5772,0,8.22084e+08,0,1.82551e+08,2.09715e+06,2.47529e+08,1.67772e+07,0,4.84311e+07,0,22.7613,0,0,12.8909,0,19.9326,32,100,1024,11880,0,0,64
conv,6011,1048576,256,32,8,1,4,4,1,1,0,32,8,86.2367,3.17865e+07,1.5204e+07,45.1253,8.50445e+07,2.0883e+07,0.886439,3.16211e+06,4.04309,4.60568e+06,3.70655e+06,8.58062e+07,1.31072e+07,73.4449,99.8006,0,8.22084e+08,0,6.091e+08,5.85564e+07,8.66943e+08,1.30023e+08,0,9.0284e+07,0,5.66364,0,0,4.93715,0,6.38531,31.9659,99.8934,1024,20368,400,0,64
conv,6000,1048576,256,32,8,1,4,4,1,1,1,32,8,86.7089,3.16756e+07,1.52055e+07,45.2837,8.50169e+07,2.08791e+07,0.890342,3.16211e+06,4.16103,4.94442e+06,3.73115e+06,8.58922e+07,1.31072e+07,73.3989,99.8307,0,8.22084e+08,0,5.91274e+08,5.85564e+07,8.70089e+08,2.00278e+08,0,9.20207e+07,0,5.60386,0,0,4.9679,0,6.53028,31.9665,99.8954,896,20520,400,0,65
conv,2546,1048576,256,32,8,1,4,4,1,7,0,32,8,53.8645,2.10923e+06,2.09706e+06,36.5137,4.37943e+06,7.84791e+06,6.30692,3.16211e+06,26.9755,4.10309e+06,3.52782e+06,0,0,72.4347,99.1708,0,8.22084e+08,0,1.64782e+08,7.17619e+06,1.41328e+08,8.38861e+06,0,4.94223e+07,0,30.9095,0,0,12.1955,0,24.642,31.9377,99.8052,768,20368,0,0,80
conv,2519,1048576,256,32,8,1,4,4,1,7,1,32,8,54.1782,2.10976e+06,2.09718e+06,36.6996,4.24707e+06,7.97603e+06,6.35724,3.16211e+06,27.9394,4.51565e+06,3.52244e+06,0,0,72.5652,99.1236,0,8.22084e+08,0,1.64651e+08,7.17619e+06,1.44474e+08,8.38861e+06,0,4.94879e+07,0,31.1006,0,0,12.3696,0,24.8273,31.9378,99.8055,768,20520,0,0,80
conv,6027,1048576,256,32,8,1,4,4,2,1,0,32,8,86.185,3.22315e+07,1.52053e+07,42.8645,8.44629e+07,1.71655e+07,0.875834,3.16211e+06,4.00809,4.57036e+06,3.74208e+06,8.58814e+07,1.31072e+07,73.4147,99.8747,0,8.22084e+08,0,5.17407e+08,5.85564e+07,8.58554e+08,1.80355e+08,0,8.92682e+07,0,4.8326,0,0,4.84749,0,6.23969,31.9655,99.8922,1024,20368,400,0,64
conv,5968,1048576,256,32,8,1,4,4,2,1,1,32,8,86.8764,3.17393e+07,1.52047e+07,43.2272,8.40147e+07,1.71645e+07,0.890186,3.16211e+06,4.16957,4.96138e+06,3.72872e+06,8.58368e+07,1.31072e+07,73.3473,99.8163,0,8.22084e+08,0,5.43621e+08,5.85564e+07,8.617e+08,2.06569e+08,0,9.10049e+07,0,5.01742,0,0,4.93031,0,6.45148,31.9662,99.8942,896,20520,400,0,65
conv,2492,1048576,256,32,8,1,4,4,2,7,0,32,8,60.4912,2.11465e+06,2.09748e+06,27.0789,4.41881e+06,3.68811e+06,7.05502,3.16211e+06,29.902,3.97094e+06,3.53412e+06,0,0,72.7283,98.9081,0,8.22084e+08,0,1.67928e+08,7.17619e+06,1.3294e+08,9.43718e+06,0,4.92585e+07,0,34.6736,0,0,13.3874,0,27.5512,31.9375,99.8046,768,20368,0,0,80
conv,2454,1048576,256,32,8,1,4,4,2,7,1,32,8,60.8014,2.11363e+06,2.09705e+06,27.7983,4.44972e+06,3.82571e+06,7.07771,3.16211e+06,30.9471,4.37949e+06,3.53923e+06,0,0,72.7113,99.0616,0,8.22084e+08,0,1.67666e+08,7.17619e+06,1.36086e+08,9.43718e+06,0,4.92913e+07,0,34.7657,0,0,13.5333,0,27.6428,31.9375,99.8047,768,20520,0,0,79
conv,6034,1048576,256,32,8,1,4,4,4,1,0,32,8,85.6653,3.17168e+07,1.52036e+07,41.5799,8.27711e+07,1.52044e+07,0.881469,3.16211e+06,4.02592,4.55737e+06,3.71329e+06,8.58811e+07,1.31072e+07,73.4644,99.8065,0,8.22084e+08,0,5.74161e+08,5.85564e+07,8.5436e+08,1.27926e+08,0,8.9301e+07,0,5.10246,0,0,4.86812,0,6.29246,31.9655,99.8922,1024,20368,400,0,63
conv,6005,1048576,256,32,8,1,4,4,4,1,1,32,8,86.1742,3.16136e+07,1.52043e+07,41.934,8.33915e+07,1.52044e+07,0.888014,3.16211e+06,4.15409,4.97575e+06,3.73088e+06,8.59072e+07,1.31072e+07,73.4845,99.8385,0,8.22084e+08,0,6.00375e+08,5.85564e+07,8.57506e+08,1.54141e+08,0,9.10377e+07,0,5.2232,0,0,4.88693,0,6.42134,31.9662,99.8943,1024,20520,400,0,64
conv,2475,1048576,256,32,8,1,4,4,4,7,0,32,8,62.4161,2.1049e+06,2.09681e+06,22.0621,4.30541e+06,2.09717e+06,7.29827,3.16211e+06,30.8369,3.97004e+06,3.5245e+06,0,0,73.2527,98.7959,0,8.22084e+08,0,1.73171e+08,7.17619e+06,1.28745e+08,9.43718e+06,0,4.9324e+07,0,35.8262,0,0,13.681,0,28.5049,31.9376,99.8048,768,20368,0,0,80
conv,2447,1048576,256,32,8,1,4,4,4,7,1,32,8,61.3919,2.1043e+06,2.09698e+06,22.2914,4.46312e+06,2.09717e+06,7.1688,3.16211e+06,31.4081,4.38112e+06,3.53042e+06,0,0,73.2557,99.3488,0,8.22084e+08,0,1.73171e+08,7.17619e+06,1.31891e+08,9.43718e+06,0,4.94223e+07,0,35.1998,0,0,13.5534,0,28.0624,31.9377,99.8052,768,20520,0,0,80
conv,4780,524288,256,32,8,1,4,8,1,1,0,32,8,50.7803,7.58192e+06,1.12656e+07,42.0033,5.19028e+07,1.75637e+07,0.897378,2.23642e+06,4.77278,2.92533e+06,3.1603e+06,8.30353e+07,9.17504e+06,24.5173,98.1136,0,8.22084e+08,0,5.36871e+08,4.16645e+07,7.98114e+08,7.86432e+06,0,7.72465e+07,0,7.53781,0,0,6.62067,0,7.88371,31.9003,99.6885,1024,37520,560,0,64
conv,4828,524288,256,32,8,1,4,8,1,1,1,32,8,48.3412,7.45213e+06,1.12653e+07,40.7822,5.10036e+07,1.75637e+07,0.883572,2.23642e+06,4.78962,3.1644e+06,3.16029e+06,8.30389e+07,9.17504e+06,24.5179,98.0358,0,8.22084e+08,0,6.04504e+08,4.16645e+07,8.00211e+08,6.29146e+06,0,7.93764e+07,0,7.84627,0,0,6.5317,0,7.9761,31.903,99.6968,896,37800,560,0,72
conv,2754,524288,256,32,8,1,4,8,1,7,0,32,8,39.809,2.10362e+06,2.09716e+06,27.1221,4.09349e+06,8.38863e+06,3.28944,2.23642e+06,16.9331,2.77563e+06,3.16049e+06,0,0,24.515,97.9288,0,8.22084e+08,0,1.82956e+08,1.59744e+07,1.02908e+08,5.24288e+06,0,4.52813e+07,0,20.7176,0,0,7.8699,0,16.6355,31.8299,99.4686,512,37520,0,0,128
conv,2697,524288,256,32,8,1,4,8,1,7,1,32,8,41.452,2.10368e+06,2.09718e+06,28.535,4.09204e+06,8.38863e+06,3.42362,2.23642e+06,18.2174,3.03537e+06,3.15976e+06,0,0,24.5592,97.8975,0,8.22084e+08,0,1.82956e+08,1.59744e+07,1.05005e+08,5.24288e+06,0,4.53468e+07,0,21.8159,0,0,8.33782,0,17.5428,31.8302,99.4693,512,37800,0,0,124
conv,4781,524288,256,32,8,1,4,8,2,1,0,32,8,50.2237,7.6721e+06,1.12661e+07,39.9669,5.22808e+07,1.33694e+07,0.90565,2.23642e+06,4.80486,2.9004e+06,3.16047e+06,8.30356e+07,9.17504e+06,24.5483,98.0487,0,8.22084e+08,0,5.67804e+08,4.16645e+07,7.89725e+08,1.20586e+07,0,7.8082e+07,0,7.73368,0,0,6.62369,0,8.03349,31.9014,99.6918,1024,37520,560,0,63
conv,5300,524288,256,32,8,1,4,8,2,1,1,32,8,42.7653,7.75622e+06,1.12608e+07,43.948,5.27246e+07,1.33695e+07,0.99593,2.23642e+06,5.34737,3.14141e+06,3.16149e+06,8.3029e+07,9.17503e+06,24.5659,97.8301,0,8.22084e+08,0,6.06601e+08,4.16645e+07,7.91822e+08,1.20586e+07,0,7.936e+07,0,8.727,0,0,7.25561,0,8.92576,31.903,99.6968,896,37800,560,0,70
conv,2632,524288,256,32,8,1,4,8,2,7,0,32,8,45.3004,2.10369e+06,2.09717e+06,20.7163,4.02261e+06,4.19432e+06,3.74632,2.23642e+06,19.6297,2.7546e+06,3.15898e+06,0,0,24.3841,97.3814,0,8.22084e+08,0,1.85053e+08,1.59744e+07,9.45193e+07,5.76717e+06,0,4.51011e+07,0,24.1982,0,0,8.96712,0,19.3531,31.8293,99.4664,512,37520,0,0,128
conv,2675,524288,256,32,8,1,4,8,2,7,1,32,8,42.8341,2.10372e+06,2.09718e+06,19.897,4.19498e+06,4.19432e+06,3.5543,2.23642e+06,18.8667,3.01466e+06,3.15923e+06,0,0,24.2867,96.8604,0,8.22084e+08,0,1.85053e+08,1.59744e+07,9.66164e+07,5.76717e+06,0,4.51666e+07,0,22.8757,0,0,8.53021,0,18.322,31.8295,99.4672,512,37800,0,0,128
conv,4757,524288,256,32,8,1,4,8,4,1,0,32,8,50.4834,7.70862e+06,1.12629e+07,38.7998,5.15598e+07,1.12723e+07,0.906793,2.23642e+06,4.86401,2.88523e+06,3.15871e+06,8.30346e+07,9.17497e+06,24.5998,98.1118,0,8.22084e+08,0,5.77241e+08,4.16645e+07,7.85531e+08,1.20586e+07,0,7.82459e+07,0,7.83157,0,0,6.68313,0,8.1558,31.9016,99.6925,1024,37520,560,0,64
conv,4735,524288,256,32,8,1,4,8,4,1,1,32,8,52.1161,7.75195e+06,1.12651e+07,40.4221,5.23496e+07,1.12722e+07,0.923454,2.23642e+06,5.12124,3.15641e+06,3.16014e+06,8.30319e+07,9.17503e+06,24.6061,97.9814,0,8.22084e+08,0,5.90348e+08,4.16645e+07,7.87628e+08,1.20586e+07,0,7.8721e+07,0,8.15968,0,0,6.90211,0,8.45689,31.9022,99.6943,896,37800,560,0,71
conv,2646,524288,256,32,8,1,4,8,4,7,0,32,8,46.4471,2.10464e+06,2.09697e+06,15.918,4.10995e+06,2.09717e+06,3.85745,2.23642e+06,19.9467,2.75251e+06,3.15986e+06,0,0,24.6421,97.4974,0,8.22084e+08,0,1.89247e+08,1.59744e+07,9.0325e+07,5.76717e+06,0,4.51011e+07,0,24.5623,0,0,8.98787,0,19.6443,31.8293,99.4664,384,37520,0,0,146
conv,2628,524288,256,32,8,1,4,8,4,7,1,32,8,45.6418,2.10465e+06,2.09702e+06,15.7468,4.17208e+06,2.09717e+06,3.77327,2.23642e+06,19.9842,3.01466e+06,3.15945e+06,0,0,24.6548,97.4711,0,8.22084e+08,0,1.89247e+08,1.59744e+07,9.24221e+07,5.76717e+06,0,4.51666e+07,0,24.0784,0,0,8.86677,0,19.2852,31.8295,99.4672,512,37800,0,0,128
conv,12689,2097152,256,32,8,1,8,1,1,1,0,32,8,90.7224,1.03774e+08,2.7788e+07,22.5007,1.10119e+08,3.05426e+07,0.509153,4.8169e+06,4.44469,2.73944e+07,8.51145e+06,1.0276e+08,2.56901e+07,97.9959,99.9461,0,8.22084e+08,0,8.67877e+08,1.0276e+08,1.20724e+09,8.38861e+08,0,1.31924e+08,0,2.34165,0,0,2.39029,0,3.49704,32,100,1024,14672,392,0,62
conv,12706,2097152,256,32,8,1,8,1,1,1,1,32,8,90.8082,1.03942e+08,2.77873e+07,22.4527,1.10122e+08,3.08778e+07,0.505954,4.8169e+06,7.15147,5.33084e+07,8.50492e+06,1.0276e+08,2.56901e+07,97.9804,99.9553,0,8.22084e+08,0,8.72071e+08,1.0276e+08,1.31e+09,8.36764e+08,0,1.35201e+08,0,2.33578,0,0,2.54655,0,3.56433,32,100,1024,14728,392,0,62
conv,3238,2097152,256,32,8,1,8,1,1,7,0,32,8,23.9791,2.10331e+06,2.09724e+06,17.1158,4.62801e+06,8.28127e+06,4.24233,4.8169e+06,35.1206,2.5805e+07,8.14908e+06,0,0,72.984,99.6517,0,8.22084e+08,0,1.53092e+08,2.09715e+06,2.82395e+08,1.46801e+07,0,4.72515e+07,0,11.6376,0,0,7.13272,0,10.4115,32,100,768,14672,0,0,80
conv,3834,2097152,256,32,8,1,8,1,1,7,1,32,8,16.6456,2.10352e+06,2.09741e+06,9.84624,4.85085e+06,5.89919e+06,2.93078,4.8169e+06,39.8432,5.15332e+07,8.1605e+06,0,0,97.3883,99.5842,0,8.22084e+08,0,1.53092e+08,2.09715e+06,3.85155e+08,1.46801e+07,0,5.04627e+07,0,8.038,0,0,5.90384,0,7.6801,32,100,1024,14728,0,0,64
conv,12662,2097152,256,32,8,1,8,1,2,1,0,32,8,90.6873,1.03839e+08,2.77873e+07,22.2713,1.10217e+08,2.90115e+07,0.507554,4.8169e+06,4.43905,2.73838e+07,8.50731e+06,1.0276e+08,2.56901e+07,98.045,99.9518,0,8.22084e+08,0,8.78363e+08,1.0276e+08,1.19885e+09,8.40958e+08,0,1.32055e+08,0,2.33937,0,0,2.37408,0,3.4971,32,100,1024,14672,392,0,61
conv,12719,2097152,256,32,8,1,8,1,2,1,1,32,8,90.7611,1.03967e+08,2.77866e+07,22.2448,1.10202e+08,2.91476e+07,0.506927,4.8169e+06,7.16989,5.33023e+07,8.50627e+06,1.02761e+08,2.56901e+07,97.9459,99.9618,0,8.22084e+08,0,8.78363e+08,1.0276e+08,1.30161e+09,8.40958e+08,0,1.35266e+08,0,2.33488,0,0,2.53926,0,3.57526,32,100,1024,14728,392,0,61
conv,3242,2097152,256,32,8,1,8,1,2,7,0,32,8,25.0392,2.10331e+06,2.09655e+06,12.5993,4.80818e+06,4.29573e+06,4.42365,4.8169e+06,36.6318,2.58014e+07,8.15362e+06,0,0,72.9607,99.6767,0,8.22084e+08,0,1.65675e+08,2.09715e+06,2.74006e+08,1.67772e+07,0,4.74481e+07,0,12.135,0,0,7.31715,0,10.9017,32,100,896,14672,0,0,72
conv,3765,2097152,256,32,8,1,8,1,2,7,1,32,8,17.0513,2.10331e+06,2.09665e+06,7.96733,4.95053e+06,3.53231e+06,3.00699,4.8169e+06,40.8933,5.15335e+07,8.17625e+06,0,0,97.5986,99.6103,0,8.22084e+08,0,1.65675e+08,2.09715e+06,3.76766e+08,1.67772e+07,0,5.06593e+07,0,8.24565,0,0,5.97451,0,7.9092,32,100,1024,14728,0,0,64
conv,12747,2097152,256,32,8,1,8,1,4,1,0,32,8,90.7679,1.0374e+08,2.77876e+07,22.1371,1.10207e+08,2.83712e+07,0.507838,4.8169e+06,4.4355,2.73899e+07,8.51071e+06,1.0276e+08,2.56901e+07,98.049,99.9515,0,8.22084e+08,0,8.8046e+08,1.0276e+08,1.19466e+09,8.40958e+08,0,1.3199e+08,0,2.3335,0,0,2.36471,0,3.49178,32,100,1024,14672,392,0,61
conv,12711,2097152,256,32,8,1,8,1,4,1,1,32,8,90.6717,1.03889e+08,2.77876e+07,22.1293,1.10188e+08,2.84326e+07,0.508195,4.8169e+06,7.17047,5.33128e+07,8.50478e+06,1.0276e+08,2.56901e+07,97.9565,99.9474,0,8.22084e+08,0,8.8046e+08,1.0276e+08,1.29742e+09,8.40958e+08,0,1.35201e+08,0,2.33163,0,0,2.53257,0,3.57385,32,100,1024,14728,392,0,61
conv,3189,2097152,256,32,8,1,8,1,4,7,0,32,8,25.5456,2.10436e+06,2.09705e+06,11.2137,4.89985e+06,3.05294e+06,4.51063,4.8169e+06,37.3647,2.57983e+07,8.15366e+06,0,0,72.9541,99.7002,0,8.22084e+08,0,1.67772e+08,2.09715e+06,2.69812e+08,1.67772e+07,0,4.73825e+07,0,12.3759,0,0,7.40095,0,11.1027,32,100,896,14672,0,0,72
conv,3761,2097152,256,32,8,1,8,1,4,7,1,32,8,17.2953,2.1033e+06,2.09623e+06,7.29952,4.93436e+06,2.73127e+06,3.04868,4.8169e+06,41.4762,5.15591e+07,8.16294e+06,0,0,97.6764,99.6277,0,8.22084e+08,0,1.67772e+08,2.09715e+06,3.72572e+08,1.67772e+07,0,5.05938e+07,0,8.36018,0,0,6.01601,0,8.00868,32,100,1024,14728,0,0,64
conv,7877,1048576,256,32,8,1,8,2,1,1,0,32,8,86.7801,5.28489e+07,1.67787e+07,35.3566,9.93906e+07,2.38176e+07,0.552101,2.8672e+06,4.37557,9.66262e+06,6.69731e+06,9.70694e+07,1.46801e+07,48.9142,99.7743,0,8.22084e+08,0,4.94027e+08,5.24288e+07,9.63674e+08,7.83286e+08,0,1.07643e+08,0,3.37468,0,0,3.60258,0,5.12776,32,100,1024,23056,448,0,61
conv,7982,1048576,256,32,8,1,8,2,1,1,1,32,8,86.5123,5.30584e+07,1.67749e+07,35.0632,9.83344e+07,2.38139e+07,0.539814,2.8672e+06,5.77449,1.70238e+07,6.68299e+06,9.71946e+07,1.46801e+07,48.9666,99.786,0,8.22084e+08,0,5.38067e+08,5.24288e+07,9.93034e+08,8.10549e+08,0,1.10789e+08,0,3.488,0,0,3.69097,0,5.27902,32,100,768,23144,448,0,80
conv,2804,1048576,256,32,8,1,8,2,1,7,0,32,8,35.7653,2.10348e+06,2.09725e+06,49.6791,9.67694e+06,1.5426e+07,3.78557,2.8672e+06,28.6404,8.53756e+06,6.63485e+06,0,0,47.9487,99.341,0,8.22084e+08,0,1.30171e+08,1.04858e+06,1.48931e+08,7.34003e+06,0,4.45645e+07,0,18.372,0,0,8.15812,0,14.7161,32,100,512,23056,0,0,128
conv,2936,1048576,256,32,8,1,8,2,1,7,1,32,8,31.1996,2.10339e+06,2.09718e+06,40.7788,8.90977e+06,1.47351e+07,3.29724,2.8672e+06,33.2528,1.59439e+07,6.53826e+06,0,0,47.9688,99.2896,0,8.22084e+08,0,1.30171e+08,1.04858e+06,1.78291e+08,7.34003e+06,0,4.5482e+07,0,15.9878,0,0,7.6267,0,13.07,32,100,768,23144,0,0,80
conv,7744,1048576,256,32,8,1,8,2,2,1,0,32,8,87.1757,5.21164e+07,1.67754e+07,34.7999,9.90879e+07,1.90111e+07,0.558993,2.8672e+06,4.47347,9.65437e+06,6.62753e+06,9.71834e+07,1.46801e+07,48.7513,99.7682,0,8.22084e+08,0,5.46456e+08,5.24288e+07,9.55286e+08,1.36315e+07,0,8.49674e+07,0,3.30841,0,0,3.67031,0,4.1525,32,100,1024,23056,448,0,62
conv,7865,1048576,256,32,8,1,8,2,2,1,1,32,8,86.3557,5.22144e+07,1.67781e+07,34.0718,9.757e+07,1.91324e+07,0.55018,2.8672e+06,5.86521,1.70294e+07,6.63977e+06,9.71424e+07,1.46801e+07,48.7871,99.8279,0,8.22084e+08,0,5.9469e+08,5.24288e+07,9.84646e+08,3.4603e+07,0,8.80476e+07,0,3.40286,0,0,3.72664,0,4.26486,32,100,768,23144,448,0,78
conv,2717,1048576,256,32,8,1,8,2,2,7,0,32,8,39.9151,2.10367e+06,2.09767e+06,36.0695,9.4083e+06,6.92273e+06,4.22917,2.8672e+06,31.7701,8.4652e+06,6.59333e+06,0,0,48.1586,99.3776,0,8.22084e+08,0,1.38559e+08,1.04858e+06,1.40542e+08,8.38861e+06,0,4.45972e+07,0,20.4789,0,0,8.90074,0,16.4159,32,100,512,23056,0,0,105
conv,2875,1048576,256,32,8,1,8,2,2,7,1,32,8,33.4665,2.10362e+06,2.09716e+06,28.3904,9.01121e+06,6.37597e+06,3.53959,2.8672e+06,35.5958,1.58498e+07,6.52977e+06,0,0,48.3333,99.297,0,8.22084e+08,0,1.38559e+08,1.04858e+06,1.69902e+08,8.38861e+06,0,4.55148e+07,0,17.1736,0,0,8.03051,0,14.0495,32,100,768,23144,0,0,80
conv,7816,1048576,256,32,8,1,8,2,4,1,0,32,8,87.3183,5.21682e+07,1.6778e+07,34.4233,9.92332e+07,1.77548e+07,0.555144,2.8672e+06,4.47394,9.66746e+06,6.63011e+06,9.71472e+07,1.46801e+07,48.7783,99.8204,0,8.22084e+08,0,5.48553e+08,5.24288e+07,9.51091e+08,1.36315e+07,0,8.49019e+07,0,3.30157,0,0,3.65348,0,4.14474,32,100,1024,23056,448,0,62
conv,7875,1048576,256,32,8,1,8,2,4,1,1,32,8,87.3856,5.21694e+07,1.6778e+07,34.061,9.77001e+07,1.77756e+07,0.549067,2.8672e+06,5.9362,1.70646e+07,6.63762e+06,9.71521e+07,1.46801e+07,48.7777,99.83,0,8.22084e+08,0,5.53796e+08,5.24288e+07,9.80451e+08,7.75946e+07,0,8.79821e+07,0,3.32469,0,0,3.75472,0,4.30848,32,100,768,23144,448,0,78
conv,2719,1048576,256,32,8,1,8,2,4,7,0,32,8,41.9914,2.1048e+06,2.09665e+06,29.9845,9.38349e+06,3.52464e+06,4.43011,2.8672e+06,33.3126,8.45425e+06,6.57812e+06,0,0,48.666,99.3179,0,8.22084e+08,0,1.40657e+08,1.04858e+06,1.36348e+08,8.38861e+06,0,4.45317e+07,0,21.512,0,0,9.2484,0,17.2186,32,100,512,23056,0,0,105
conv,2873,1048576,256,32,8,1,8,2,4,7,1,32,8,34.6539,2.10433e+06,2.09646e+06,24.2471,9.04384e+06,3.60239e+06,3.65941,2.8672e+06,36.7943,1.58409e+07,6.54968e+06,0,0,48.746,99.3931,0,8.22084e+08,0,1.40657e+08,1.04858e+06,1.65708e+08,8.38861e+06,0,4.54492e+07,0,17.7279,0,0,8.20619,0,14.4816,32,100,768,23144,0,0,80
conv,5361,524288,256,32,8,1,8,4,1,1,0,32,8,53.1449,1.25994e+07,1.12694e+07,57.8897,8.45271e+07,2.59523e+07,0.638842,1.89235e+06,6.07293,5.50665e+06,5.5015e+06,9.43357e+07,9.17504e+06,24.0769,96.7947,0,8.22084e+08,0,4.40926e+08,4.15662e+07,8.85932e+08,6.81574e+06,0,7.64682e+07,0,6.1226,0,0,6.29088,0,6.85943,31.9396,99.8112,1024,39824,560,0,64
conv,5248,524288,256,32,8,1,8,4,1,1,1,32,8,53.7591,1.24224e+07,1.12676e+07,57.1948,8.39864e+07,2.59523e+07,0.653911,1.89235e+06,6.18467,5.95992e+06,5.50346e+06,9.43029e+07,9.17504e+06,24.0318,96.5436,0,8.22084e+08,0,4.57179e+08,4.15662e+07,8.87505e+08,6.29146e+06,0,7.70089e+07,0,6.18352,0,0,6.26908,0,6.87436,31.94,99.8125,896,39976,560,0,72
conv,2820,524288,256,32,8,1,8,4,1,7,0,32,8,35.8322,2.10336e+06,2.09717e+06,52.0927,9.63186e+06,1.67772e+07,2.5002,1.89235e+06,22.5565,5.29055e+06,5.5044e+06,0,0,23.9759,97.8292,0,8.22084e+08,0,1.44814e+08,1.58761e+07,1.04219e+08,5.24288e+06,0,4.51584e+07,0,19.0017,0,0,7.09555,0,15.0849,31.8977,99.6803,512,39824,0,0,128
conv,3014,524288,256,32,8,1,8,4,1,7,1,32,8,29.632,2.10354e+06,2.09718e+06,42.4152,8.72324e+06,1.67772e+07,2.06433,1.89235e+06,19.4173,5.66786e+06,5.4999e+06,0,0,23.5468,97.3915,0,8.22084e+08,0,1.44814e+08,1.58761e+07,1.05791e+08,5.24288e+06,0,4.52076e+07,0,16.0833,0,0,6.03354,0,12.7819,31.8978,99.6806,512,39976,0,0,125
conv,5285,524288,256,32,8,1,8,4,2,1,0,32,8,56.9054,1.35602e+07,1.12593e+07,54.9705,8.51237e+07,1.75637e+07,0.663289,1.89235e+06,6.2017,5.50038e+06,5.4985e+06,9.43004e+07,9.17504e+06,24.4075,97.6504,0,8.22084e+08,0,4.1209e+08,4.15662e+07,8.77543e+08,1.31072e+07,0,7.55016e+07,0,5.99882,0,0,6.32077,0,6.85293,31.9388,99.8088,1024,39824,560,0,64
conv,5171,524288,256,32,8,1,8,4,2,1,1,32,8,56.3576,1.30793e+07,1.12588e+07,55.5944,8.5302e+07,1.75638e+07,0.675689,1.89235e+06,6.43203,5.96255e+06,5.49989e+06,9.43086e+07,9.17504e+06,24.3624,97.2611,0,8.22084e+08,0,4.52985e+08,4.15662e+07,8.79116e+08,1.31072e+07,0,7.68287e+07,0,6.32059,0,0,6.42091,0,7.07388,31.9399,99.8121,896,39976,560,0,66
conv,2728,524288,256,32,8,1,8,4,2,7,0,32,8,41.9741,2.10342e+06,2.09717e+06,40.7292,9.08631e+06,8.38863e+06,2.93366,1.89235e+06,26.666,5.29147e+06,5.50501e+06,0,0,24.3145,97.4486,0,8.22084e+08,0,1.46911e+08,1.58761e+07,9.583e+07,5.76717e+06,0,4.49782e+07,0,22.5493,0,0,8.21243,0,17.8298,31.8973,99.679,512,39824,0,0,120
conv,2753,524288,256,32,8,1,8,4,2,7,1,32,8,41.3473,2.10334e+06,2.09718e+06,40.1506,9.2065e+06,8.38863e+06,2.8843,1.89235e+06,26.6769,5.68048e+06,5.50803e+06,0,0,24.3481,97.6188,0,8.22084e+08,0,1.46911e+08,1.58761e+07,9.74029e+07,5.76717e+06,0,4.50273e+07,0,22.019,0,0,8.05735,0,17.4295,31.8974,99.6793,512,39976,0,0,120
conv,7247,524288,256,32,8,1,8,4,4,1,0,32,8,58.338,1.39215e+07,1.12563e+07,53.6321,8.54326e+07,1.33694e+07,0.663863,1.89235e+06,6.29343,5.49767e+06,5.49898e+06,9.43074e+07,9.17504e+06,24.5666,97.9878,0,8.22084e+08,0,4.14188e+08,4.15662e+07,8.73349e+08,1.31072e+07,0,7.5436e+07,0,6.06436,0,0,6.36893,0,6.92523,31.9388,99.8086,1024,39824,560,0,64
