Kernel name,Computation duration (us),Global size,Local size,TBX,TBY,LOCAL,WPTX,WPTY,VECTOR,UNROLL_FACTOR,PADDING,TBX_XL,TBY_XL,dram_utilization,dram_read_transactions,dram_write_transactions,l2_utilization,l2_read_transactions,l2_write_transactions,tex_utilization,tex_cache_transactions,local_memory_overhead,shared_utilization,shared_efficiency,shared_load_transactions,shared_store_transactions,local_load_transactions,local_store_transactions,achieved_occupancy,sm_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_control,inst_compute_ld_st,inst_misc,inst_bit_convert,inst_executed,single_precision_fu_utilization,flop_sp_efficiency,double_precision_fu_utilization,flop_dp_efficiency,special_fu_utilization,cf_fu_utilization,ldst_fu_utilization,tex_fu_utilization,issue_slot_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency,Maximum work-group size,Local memory size,Private memory size,Constant memory size,Registers count
conv,11469,1048576,512,32,16,1,8,2,2,7,0,32,16,2,2233757,2104145,2,22255934,8388610,1,9379840,0,3,31.1297,8388608,5447680,0,0,0.233886,99.6286,822083584,0,208838656,1048576,134103040,59768832,0,51412992,2,11.6534,0,0,0,1,1,2,20.9917,100,74.5095,640,39824,0,0,96
conv,12469,1048576,512,32,16,1,8,2,2,7,1,32,16,2,2337230,2104153,2,22203476,8388610,1,9379840,0,4,20.3397,15728640,5447680,0,0,0.237806,99.6381,822083584,0,208838656,1048576,163463168,59768832,0,52330496,2,10.813,0,0,0,1,1,1,19.6006,100,74.9565,640,39976,0,0,90
conv,31395,1048576,512,32,16,1,8,2,4,1,0,32,16,1,2770502,4367104,3,119640240,18874370,4,106504192,81.0211,1,31.1297,8388608,5447680,194248704,14680064,0.246331,99.7674,822083584,0,604151808,52428800,936263680,127926272,0,92995584,1,4.28002,0,0,0,1,1,5,10.7141,100,85.4494,1024,39824,448,0,32
conv,29212,1048576,512,32,16,1,8,2,4,1,1,32,16,1,2511157,4355621,3,119510038,18874370,4,106504192,81.0211,2,20.3397,15728640,5447680,194248704,14680064,0.2466,99.8019,822083584,0,604151808,52428800,965623808,203423744,0,96272384,1,4.62426,0,0,0,1,1,5,12.1983,100,85.9447,1024,39976,448,0,46
conv,10667,1048576,512,32,16,1,8,2,4,7,0,32,16,2,2233755,2106109,2,22126236,4194306,1,9379840,0,3,31.1297,8388608,5447680,0,0,0.239935,99.6138,822083584,0,210804736,1048576,129908736,52428800,0,51085312,2,12.6557,0,0,0,1,1,2,22.671,100,74.4022,640,39824,0,0,96
conv,11364,1048576,512,32,16,1,8,2,4,7,1,32,16,2,2233679,2104397,2,22255770,4194306,1,9379840,0,4,20.3397,15728640,5447680,0,0,0.241018,99.6127,822083584,0,210804736,1048576,159268864,58720256,0,52199424,2,11.8462,0,0,0,1,1,2,21.5092,100,74.9485,768,39976,0,0,80
conv,88254,27394048,836,32,16,2,1,1,1,1,0,38,22,2,3650901,20293737,2,158058409,124518402,4,247496704,86.847,1,84.5642,30507008,884736,218365952,122028032,0.58624,99.9694,822083584,0,9139519488,832700416,3359899648,359530496,0,540639232,3,1.71957,0,0,0,1,1,5,31.9709,84.765,83.8922,1024,3344,200,0,32
conv,88091,27394048,836,32,16,2,1,1,1,1,1,38,22,2,3629815,19834971,2,158058748,124518402,4,247496704,86.847,2,51.7321,49774592,1540096,218365952,122028032,0.585891,99.9935,822083584,0,9139519488,832700416,3359899648,359530496,0,540639232,3,1.72485,0,0,0,1,1,5,32.0614,84.765,83.8922,1024,3432,200,0,32
conv,36963,27394048,836,32,16,2,1,1,1,7,0,38,22,1,2623143,2104793,1,34991984,2490370,5,125468672,0,3,84.5642,30507008,884736,0,0,0.577929,99.9842,822083584,0,538968064,27394048,1715732480,695074816,0,138182656,1,4.12003,0,0,0,1,2,5,17.5708,86.2995,85.9201,1024,3344,0,0,31
conv,36951,27394048,836,32,16,2,1,1,1,7,1,38,22,1,2752809,2104801,1,35094828,2490370,5,125468672,0,4,51.7321,49774592,1540096,0,0,0.57829,99.9802,822083584,0,538968064,27394048,1715732480,695074816,0,138182656,1,4.12032,0,0,0,1,2,5,17.5727,86.2995,85.9201,1024,3432,0,0,31
conv,51174,11829248,722,32,16,2,1,2,1,1,0,38,19,2,3298322,20264159,2,88483910,72220674,4,132481024,86.4256,2,51.8241,28442624,1310720,122552320,69730304,0.576297,99.9702,822083584,0,3564273664,446529536,1523712000,656670720,0,262258688,3,2.96774,0,0,0,1,1,5,26.4696,85.1085,83.5681,1024,5776,224,0,40
conv,50389,11829248,722,32,16,2,1,2,1,1,1,38,19,2,3265772,20400265,2,88613858,72220674,4,132481024,86.4256,2,51.8241,28442624,1310720,122552320,69730304,0.583743,99.9767,822083584,0,3564273664,446529536,1523712000,656670720,0,262258688,3,3.01439,0,0,0,1,1,5,26.884,85.1085,83.5681,1024,5928,224,0,40
conv,18801,11829248,722,32,16,2,1,2,1,7,0,38,19,1,2363945,2104857,1,19479654,2490370,5,63995904,0,4,51.8241,28442624,1310720,0,0,0.579772,99.9667,822083584,0,428441600,35487744,944898048,346292224,0,93716480,2,8.10501,0,0,0,1,2,5,22.0688,86.6117,85.9375,1024,5776,0,0,32
conv,16753,11829248,722,32,16,2,1,2,1,7,1,38,19,2,2364027,2104865,1,19479630,2490370,5,63995904,0,4,51.8241,28442624,1310720,0,0,0.580392,99.9676,822083584,0,428441600,35487744,944898048,346292224,0,93716480,2,8.04522,0,0,0,1,2,5,21.9058,86.6117,85.9375,1024,5928,0,0,32
conv,33474,5603328,684,32,16,2,1,4,1,1,0,38,18,4,3808881,25998833,2,80262644,46071810,4,101744640,89.0741,2,51.9036,17776640,1212416,122552320,43581440,0.55892,99.9501,822083584,0,1986297856,255950848,1167654912,600899584,0,179814400,2,4.02307,0,0,0,1,1,5,24.121,85.4875,83.9909,1024,10640,280,0,32
conv,33186,5603328,684,32,16,2,1,4,1,1,1,38,18,4,3749929,25817609,2,80262616,46071810,4,101744640,89.0741,2,51.9036,17776640,1212416,122552320,43581440,0.563559,99.9524,822083584,0,1986297856,255950848,1167654912,600899584,0,179814400,2,4.04876,0,0,0,1,1,5,24.2744,85.4875,83.9909,1024,10920,280,0,32
conv,8618,5603328,684,32,16,2,1,4,1,7,0,38,18,3,2336611,2104061,1,11517454,2490370,5,33259520,0,5,51.9036,17776640,1212416,0,0,0.564984,99.9381,822083584,0,306511872,16809984,559480832,200015872,0,69459968,3,15.6413,0,0,0,1,2,5,31.8113,86.3943,85.7014,1024,10640,0,0,32
conv,8627,5603328,684,32,16,2,1,4,1,7,1,38,18,3,2336844,2106097,1,11387884,2490370,5,33259520,0,5,51.9036,17776640,1212416,0,0,0.566485,99.9338,822083584,0,306511872,16809984,559480832,200015872,0,69459968,3,15.6573,0,0,0,1,2,5,31.8453,86.3943,85.7014,1024,10920,0,0,32
conv,30347,2646016,646,32,16,2,1,8,1,1,0,38,17,8,22077647,32571623,2,49526148,32997378,3,59604992,88.0719,1,51.9905,12443648,1163264,74645504,30507008,0.867627,99.9673,822083584,0,1158725632,147742720,750551040,748986368,0,134131712,2,4.39716,0,0,0,1,1,4,20.5343,85.7588,84.5272,1024,20368,392,0,32
conv,30629,2646016,646,32,16,2,1,8,1,1,1,38,17,8,21960742,32574156,2,49396278,32997378,3,59604992,88.0719,1,51.9905,12443648,1163264,74645504,30507008,0.87455,99.956,822083584,0,1158725632,147742720,750551040,748986368,0,134131712,2,4.42335,0,0,0,1,1,4,20.659,85.7588,84.5272,1024,20904,392,0,32
conv,4599,2646016,646,32,16,2,1,8,1,7,0,38,17,4,2203111,2101785,2,7292608,2490370,5,17891328,0,7,51.9905,12443648,1163264,0,0,0.823517,99.9447,822083584,0,258285568,7938048,366772224,106151936,0,56864768,5,29.4963,0,0,0,1,3,5,51.2152,86.212,85.7974,1024,20368,0,0,32
conv,4607,2646016,646,32,16,2,1,8,1,7,1,38,17,4,2332639,2101877,2,7552246,2490370,5,17891328,0,7,51.9905,12443648,1163264,0,0,0.819028,99.9392,822083584,0,258285568,7938048,366772224,106151936,0,56864768,5,29.4022,0,0,0,1,3,5,51.0547,86.212,85.7974,1024,20904,0,0,32
conv,44459,12615680,770,32,16,2,2,1,1,1,0,35,22,2,3132115,16865847,3,134473046,69500930,5,171769856,86.9215,1,85.3639,16515072,1605632,224788480,64225280,0.55152,99.9845,822083584,0,4279107584,415268864,1652686848,562298880,0,273072128,3,3.02664,0,0,0,1,1,6,26.0336,89.3416,88.4776,1024,6160,224,0,32
conv,45349,12615680,770,32,16,2,2,1,1,1,1,35,22,2,3101147,16405927,3,134473222,69500930,4,171769856,86.9215,2,47.2062,31195136,1572864,224788480,64225280,0.539081,99.9835,822083584,0,4279107584,415268864,1887567872,251920384,0,270417920,3,2.95879,0,0,0,1,1,6,29.0512,89.346,88.4736,1024,6248,224,0,32
conv,16058,12615680,770,32,16,2,2,1,1,7,0,35,22,2,2363449,2104909,1,21559562,5275650,4,59375616,0,3,85.3639,16515072,1605632,0,0,0.279567,98.0724,822083584,0,378339328,12615680,713162752,314802176,0,77791232,2,8.38971,0,0,0,1,1,5,19.3079,90.3617,90.0247,1024,6160,0,0,38
conv,16182,12615680,770,32,16,2,2,1,1,7,1,35,22,2,2363491,2104569,1,21559762,5275650,4,59375616,0,5,47.2062,31195136,1572864,0,0,0.540571,99.8732,822083584,0,378339328,12615680,948043776,356745216,0,87523328,2,8.331,0,0,0,1,2,5,20.2636,90.198,89.8984,1024,6248,0,0,32
conv,46826,12615680,770,32,16,2,2,1,2,1,0,35,22,2,3098874,17071490,3,131001174,66519042,4,171769856,89.7511,1,89.2368,16515072,819200,224788480,64225280,0.545912,99.9514,822083584,0,4325212160,440500224,1619066880,570687488,0,275546112,3,2.8745,0,0,0,1,1,6,23.3465,89.3485,88.2061,1024,6160,224,0,32
conv,44872,12615680,770,32,16,2,2,1,2,1,1,35,22,2,3156000,16223232,3,131048994,66519042,4,171769856,89.7511,2,47.2062,31195136,1572864,224788480,64225280,0.555693,99.9735,822083584,0,4325212160,440500224,1866563584,260308992,0,273301504,3,2.98531,0,0,0,1,1,6,29.6021,89.3633,88.2115,1024,6248,224,0,32
conv,15747,12615680,770,32,16,2,2,1,2,7,0,35,22,2,2363597,2106013,1,18265530,2293762,4,59375616,0,3,89.2368,16515072,819200,0,0,0.281255,98.0317,822083584,0,428670976,37847040,679542784,306413568,0,79380480,2,8.55582,0,0,0,1,1,5,20.5166,90.3702,89.5433,1024,6160,0,0,37
conv,15780,12615680,770,32,16,2,2,1,2,7,1,35,22,2,2363731,2103745,1,18135642,2293762,4,59375616,0,5,47.2062,31195136,1572864,0,0,0.543965,99.8444,822083584,0,428670976,37847040,927039488,373522432,0,90406912,2,8.54446,0,0,0,1,2,5,22.4152,90.2229,89.4969,1024,6248,0,0,32
conv,29786,5447680,665,32,16,2,2,2,1,1,0,35,19,6,7791239,32011515,3,101921516,41975810,5,118587392,86.8,2,62.4788,12582912,1933312,175472640,36700160,0.816369,99.988,822083584,0,1981489152,254550016,1108934656,773775360,0,174907392,3,4.51388,0,0,0,1,1,6,23.4504,89.909,88.2759,1024,10640,256,0,32
conv,37417,5447680,665,32,16,2,2,2,1,1,1,35,19,1,2800921,2182178,3,102164294,41975810,4,118587392,86.8,1,56.6015,14090240,1933312,175472640,36700160,0.278317,99.5613,822083584,0,1981489152,254550016,1125711872,765386752,0,175202304,2,3.58561,0,0,0,1,1,5,18.5422,89.9073,88.2769,1024,10792,256,0,42
conv,8521,5447680,665,32,16,2,2,2,1,7,0,35,19,3,2234015,2103953,2,13779048,5275650,4,30851072,0,4,62.4788,12582912,1933312,0,0,0.782773,99.9728,822083584,0,310566912,27238400,400097280,165216256,0,59817984,3,15.8597,0,0,0,1,1,5,29.4721,90.916,90.1277,1024,10640,0,0,32
conv,8546,5447680,665,32,16,2,2,2,1,7,1,35,19,3,2234159,2104305,2,13908874,5275650,4,30851072,0,4,56.6015,14090240,1933312,0,0,0.521706,99.9537,822083584,0,310566912,27238400,416874496,166469632,0,60432384,3,15.779,0,0,0,1,1,5,29.3428,90.9241,90.1438,1024,10792,0,0,34
conv,28925,5447680,665,32,16,2,2,2,2,1,0,35,19,6,7881251,31478931,3,98693716,38993922,5,118587392,90.7191,1,66.9362,12582912,966656,175472640,36700160,0.817558,99.968,822083584,0,1886806016,232759296,1078755328,729759744,0,168370176,3,4.50712,0,0,0,1,1,6,22.2209,89.5576,88.1644,1024,10640,256,0,32
conv,36606,5447680,665,32,16,2,2,2,2,1,1,35,19,1,2802070,2179057,2,98953574,38993922,4,118587392,90.7191,1,58.3619,14090240,1449984,175472640,36700160,0.278869,99.5632,822083584,0,1886806016,232759296,1100980224,658456576,0,166625280,2,3.67698,0,0,0,1,1,5,17.9298,89.575,88.1673,1024,10792,256,0,46
conv,8085,5447680,665,32,16,2,2,2,2,7,0,35,19,3,2234021,2102693,1,10697662,2293762,5,30851072,0,4,66.9362,12582912,966656,0,0,0.76938,99.9673,822083584,0,304734208,16343040,369917952,177799168,0,58712064,3,16.6627,0,0,0,1,1,5,30.5993,90.5116,89.9984,1024,10640,0,0,32
conv,8100,5447680,665,32,16,2,2,2,2,7,1,35,19,3,2325716,2102697,1,10621480,2293762,5,30851072,0,5,58.3619,14090240,1449984,0,0,0.804973,99.9694,822083584,0,304734208,16343040,392142848,173604864,0,59326464,3,16.6628,0,0,0,1,1,5,30.9019,90.524,90.0161,1024,10792,0,0,32
conv,21191,2580480,630,32,16,2,2,4,1,1,0,35,18,5,3451263,18182472,3,85180322,28213250,5,91996160,86.9298,1,60.8287,7864320,1785856,150814720,22937600,0.529369,99.956,822083584,0,1204363264,146628608,837058560,572719104,0,126124032,3,6.36409,0,0,0,1,1,6,23.7217,90.1257,88.7731,1024,19600,320,0,40
conv,21268,2580480,630,32,16,2,2,4,1,1,1,35,18,5,3352714,18128966,3,85180206,28213250,5,91996160,86.9298,2,55.4186,8806400,1785856,150814720,22937600,0.53527,99.9585,822083584,0,1204363264,146628608,847544320,570621952,0,126418944,3,6.28978,0,0,0,1,1,6,23.3538,90.1228,88.7733,1024,19880,320,0,48
conv,5430,2580480,630,32,16,2,2,4,1,7,0,35,18,4,2331021,2103777,2,9637416,5275650,4,16588800,0,4,60.8287,7864320,1785856,0,0,0.511745,99.939,822083584,0,283566080,12902400,243564544,94527488,0,50634752,4,24.8782,0,0,0,1,1,4,41.4839,90.6654,89.899,1024,19600,0,0,46
conv,5431,2580480,630,32,16,2,2,4,1,7,1,35,18,4,2330809,2105641,2,9642784,5275650,4,16588800,0,5,55.4186,8806400,1785856,0,0,0.512936,99.9246,822083584,0,283566080,12902400,254050304,92430336,0,50929664,4,25.023,0,0,0,1,1,4,42.0908,90.6552,89.8931,1024,19880,0,0,40
conv,20486,2580480,630,32,16,2,2,4,2,1,0,35,18,5,3321765,18116790,3,82231474,25231362,5,91996160,91.7393,1,67.0311,7864320,892928,150814720,22937600,0.535066,99.9075,822083584,0,1047994368,125984768,808599552,534675456,0,117964800,3,6.56908,0,0,0,1,1,6,22.6986,89.5742,88.4622,1024,19600,320,0,36
conv,20247,2580480,630,32,16,2,2,4,2,1,1,35,18,5,3349475,17974471,3,82231230,25231362,5,91996160,91.7393,2,57.8573,8806400,1339392,150814720,22937600,0.532822,99.9165,822083584,0,1047994368,125984768,824102912,528384000,0,118272000,3,6.59636,0,0,0,1,1,6,22.5856,89.585,88.4759,1024,19880,320,0,48
conv,4436,2580480,630,32,16,2,2,4,2,7,0,35,18,5,2348303,2102153,2,6823390,2293762,4,16588800,0,5,67.0311,7864320,892928,0,0,0.512611,99.9326,822083584,0,247783424,7741440,215105536,100818944,0,48537600,5,30.1964,0,0,0,1,1,5,48.9869,90.2426,89.7199,1024,19600,0,0,40
conv,4451,2580480,630,32,16,2,2,4,2,7,1,35,18,4,2305731,2101961,2,6693648,2293762,4,16588800,0,5,57.8573,8806400,1339392,0,0,0.522557,99.9452,822083584,0,247783424,7741440,230608896,87752704,0,48619520,5,29.8818,0,0,0,1,1,5,48.1368,90.2564,89.7254,1024,19880,0,0,40
conv,19763,1218560,595,32,16,2,2,8,1,1,0,35,17,2,2540544,6880803,3,76959170,21331970,5,78684160,87.0137,1,59.1693,5505024,1712128,138485760,16056320,0.266531,99.7193,822083584,0,759562240,57473024,701120512,611602432,0,103647232,2,6.85386,0,0,0,1,1,6,25.3246,89.5929,88.9991,1024,37520,448,0,48
conv,17400,1218560,595,32,16,2,2,8,1,1,1,35,17,3,2545747,6859431,3,76959034,21331970,5,78684160,87.0137,1,54.2154,6164480,1712128,138485760,16056320,0.266485,99.6911,822083584,0,759562240,57473024,708460544,561270784,0,102135808,3,7.74758,0,0,0,1,1,6,29.1361,89.6034,89.0007,1024,38056,448,0,56
conv,4466,1218560,595,32,16,2,2,8,1,7,0,35,17,4,2332741,2102965,2,7716330,5275650,3,9441280,0,4,59.1693,5505024,1712128,0,0,0.250725,99.0553,822083584,0,261318656,6092800,165298176,51662848,0,45326336,5,30.2394,0,0,0,1,1,3,48.2694,90.4911,90.0729,1024,37520,0,0,64
conv,4574,1218560,595,32,16,2,2,8,1,7,1,35,17,4,2332819,2102941,2,7716482,5275650,3,9441280,0,4,54.2154,6164480,1712128,0,0,0.250917,99.0612,822083584,0,261318656,6092800,172638208,56905728,0,45768704,5,29.7353,0,0,0,1,1,3,47.3733,90.4757,90.0615,1024,38056,0,0,63
conv,18755,1218560,595,32,16,2,2,8,2,1,0,35,17,2,2542807,6698683,3,74135230,18350082,5,78684160,92.4918,1,67.089,5505024,860160,138485760,16056320,0.267296,99.7427,822083584,0,718053376,55035904,673521664,608825344,0,101224448,2,7.15643,0,0,0,1,1,6,26.454,89.3787,88.8348,1024,37520,448,0,48
conv,18749,1218560,595,32,16,2,2,8,2,1,1,35,17,2,2542473,6697091,3,74135262,18350082,5,78684160,92.4918,1,57.3151,6164480,1286144,138485760,16056320,0.268211,99.718,822083584,0,718053376,55035904,685664256,605679616,0,101527552,2,7.13269,0,0,0,1,1,6,24.3017,89.391,88.8465,1024,38056,448,0,56
conv,3501,1218560,595,32,16,2,2,8,2,7,0,35,17,6,2332873,2103537,2,4892598,2293762,3,9441280,0,4,67.089,5505024,860160,0,0,0.257131,98.7871,822083584,0,219809792,3655680,137699328,48885760,0,42903552,6,38.7224,0,0,0,1,1,4,58.7469,90.0364,89.7459,1024,37520,0,0,56
conv,3657,1218560,595,32,16,2,2,8,2,7,1,35,17,5,2332773,2101545,1,4632956,2293762,3,9441280,0,5,57.3151,6164480,1286144,0,0,0.263938,98.842,822083584,0,219809792,3655680,149841920,47837184,0,43280384,6,37.0821,0,0,0,1,1,4,56.9929,90.0586,89.7656,1024,38056,0,0,56
conv,30767,6127616,748,32,16,2,4,1,1,1,0,34,22,3,2959448,17393764,3,129306532,47382530,5,139558912,84.1107,2,47.2011,18350080,2686976,218365952,38993920,0.519101,99.9751,822083584,0,2376794112,219709440,1386283008,168394752,0,166232064,2,4.35731,0,0,0,1,1,7,22.095,94.3309,93.4925,1024,11792,280,0,31
conv,31567,6127616,748,32,16,2,4,1,1,1,1,34,22,3,3252333,18680081,3,129436156,47382530,5,139558912,84.1107,3,28.534,32112640,2686976,218365952,38993920,0.520973,99.9519,822083584,0,2376794112,219709440,1533083648,168394752,0,171106304,2,4.24137,0,0,0,1,1,6,22.3172,94.3248,93.5103,1024,11880,280,0,32
conv,11380,6127616,748,32,16,2,4,1,1,7,0,34,22,2,2121251,2104733,2,19734008,8388610,3,30375936,0,4,47.2011,18350080,2686976,0,0,0.260233,98.6195,822083584,0,208994304,6127616,417398784,149684224,0,53108736,2,11.9349,0,0,0,1,1,4,20.2138,94.688,94.3988,1024,11792,0,0,52
conv,10141,6127616,748,32,16,2,4,1,1,7,1,34,22,2,2233673,2104409,2,19604384,8388610,4,30375936,0,8,28.534,32112640,2686976,0,0,0.442147,99.9691,822083584,0,208994304,6127616,564199424,200015872,0,59654144,2,13.2598,0,0,0,1,2,4,23.3051,94.6254,94.368,1024,11880,0,0,40
conv,29857,6127616,748,32,16,2,4,1,2,1,0,34,22,4,3330430,19275327,3,122916524,43188226,5,139558912,89.487,2,50.0052,18350080,1507328,218365952,38993920,0.530863,99.9756,822083584,0,2455306240,207454208,1353744384,138854400,0,166207488,2,4.51751,0,0,0,1,1,7,23.1003,94.3387,93.5849,1024,11792,280,0,31
conv,30083,6127616,748,32,16,2,4,1,2,1,1,34,22,3,3144764,17553688,3,122916828,43188226,5,139558912,89.487,3,28.534,32112640,2686976,218365952,38993920,0.528016,99.9754,822083584,0,2455306240,219709440,1512620032,132726784,0,171868160,2,4.49578,0,0,0,1,1,7,23.9457,94.2972,93.5027,1024,11880,280,0,31
conv,9589,6127616,748,32,16,2,4,1,2,7,0,34,22,2,2176024,2104649,1,13344192,4194306,4,30375936,0,5,50.0052,18350080,1507328,0,0,0.269863,98.3779,822083584,0,299941888,6127616,384860160,174850048,0,55877632,3,14.0194,0,0,0,1,1,4,25.4793,94.7405,94.3951,1024,11792,0,0,48
conv,8801,6127616,748,32,16,2,4,1,2,7,1,34,22,2,2233715,2104333,2,13474014,4194306,4,30375936,0,9,28.534,32112640,2686976,0,0,0.519814,99.9452,822083584,0,299941888,18382848,543735808,168722432,0,61538304,3,15.2732,0,0,0,1,2,4,27.9709,94.6061,94.0911,1024,11880,0,0,40
conv,25120,2646016,646,32,16,2,4,2,1,1,0,34,19,6,9844032,22787204,3,112049830,30670850,5,113541120,83.9506,1,55.6937,7471104,3112960,194412544,22282240,0.759986,99.9664,822083584,0,1041342464,131866624,985432064,307970048,0,110522368,2,5.35504,0,0,0,1,1,6,17.6909,94.2619,92.9873,1024,20368,320,0,32
conv,25633,2646016,646,32,16,2,4,2,1,1,1,34,19,1,2599090,2878792,3,111922078,30670850,5,113541120,83.9506,2,43.3471,11272192,2326528,194412544,22282240,0.2588,99.6642,822083584,0,1041342464,131866624,1027375104,431702016,0,116023296,2,5.25111,0,0,0,1,1,6,18.1536,94.2551,93.0408,1024,20520,320,0,42
conv,7364,2646016,646,32,16,2,4,2,1,7,0,34,19,3,2233921,2104549,2,14715518,8388610,3,16334848,0,4,55.6937,7471104,3112960,0,0,0.244272,98.8788,822083584,0,175521792,23814144,211582976,89767936,0,44204032,3,18.261,0,0,0,1,1,3,27.5933,94.3986,93.5131,896,20368,0,0,68
conv,7476,2646016,646,32,16,2,4,2,1,7,1,34,19,3,2233923,2104473,2,14715582,8388610,3,16334848,0,4,43.3471,11272192,2326528,0,0,0.240177,98.9231,822083584,0,175521792,23814144,253526016,100253696,0,45944832,3,17.9912,0,0,0,1,1,3,27.3705,94.388,93.536,1024,20520,0,0,54
conv,24360,2646016,646,32,16,2,4,2,2,1,0,34,19,6,9757829,22764245,3,106660064,26476546,5,113541120,90.101,1,65.1778,7471104,1572864,194412544,22282240,0.736899,99.9567,822083584,0,1022472192,126418944,956186624,306716672,0,108773376,2,5.50776,0,0,0,1,1,6,17.8773,94.2005,92.9076,1024,20368,320,0,32
conv,24401,2646016,646,32,16,2,4,2,2,1,1,34,19,1,2599894,2856895,3,106660084,26476546,5,113541120,90.101,2,45.0289,11272192,1818624,194412544,22282240,0.263893,99.6581,822083584,0,1022472192,126418944,1003343872,422060032,0,114167808,2,5.39811,0,0,0,1,1,6,18.3442,94.1975,92.9656,1024,20520,320,0,42
conv,5204,2646016,646,32,16,2,4,2,2,7,0,34,19,4,2233863,2104549,2,9064408,4194306,4,16334848,0,4,65.1778,7471104,1572864,0,0,0.252917,98.486,822083584,0,218984448,13230080,182337536,94568448,0,44351488,4,25.7319,0,0,0,1,1,4,40.0829,94.3116,93.7965,1024,20368,0,0,64
conv,5644,2646016,646,32,16,2,4,2,2,7,1,34,19,3,2104229,2104649,2,8934996,4194306,4,16334848,0,5,45.0289,11272192,1818624,0,0,0.255085,98.5659,822083584,0,218984448,13230080,229494784,88276992,0,45707264,4,24.0007,0,0,0,1,1,4,37.2238,94.3081,93.8082,1024,20520,0,0,48
conv,21901,1253376,612,32,16,2,4,4,1,1,0,34,18,2,2657123,4629209,4,103359770,22315010,5,100499456,83.8382,1,51.4436,4669440,2867200,182435840,13926400,0.253229,99.7532,822083584,0,547880960,62660608,851066880,320946176,0,87140352,2,6.14998,0,0,0,1,1,6,15.2686,94.1846,93.4067,1024,37520,400,0,39
conv,21907,1253376,612,32,16,2,4,4,1,1,1,34,18,2,2785278,4621442,4,103359374,22315010,5,100499456,83.8382,1,50.08,5136384,2867200,182435840,13926400,0.25434,99.7467,822083584,0,547880960,62660608,854212608,375472128,0,89055232,2,6.14991,0,0,0,1,1,6,15.4168,94.1832,93.422,896,37800,400,0,65
conv,6236,1253376,612,32,16,2,4,4,1,7,0,34,18,3,2339830,2103729,2,12141942,8388610,2,9281536,0,3,51.4436,4669440,2867200,0,0,0.23935,99.307,822083584,0,158654464,11280384,138035200,45170688,0,39227392,3,21.6017,0,0,0,1,1,2,30.3762,94.2649,93.6227,768,37520,0,0,80
conv,6170,1253376,612,32,16,2,4,4,1,7,1,34,18,3,2207082,2103805,2,11882564,8388610,2,9281536,0,3,50.08,5136384,2867200,0,0,0.233127,99.2869,822083584,0,158654464,11280384,141180928,51462144,0,39540736,3,21.9353,0,0,0,1,1,2,31.181,94.2637,93.6267,640,37800,0,0,96
conv,26289,1253376,612,32,16,2,4,4,2,1,0,34,18,2,2782633,4538040,3,98272986,18120706,5,100499456,90.5388,1,63.3576,4669440,1449984,182435840,13926400,0.25312,99.7761,822083584,0,571674624,57647104,823468032,205230080,0,82999296,2,5.11564,0,0,0,1,1,5,11.2704,94.1479,93.3782,1024,37520,400,0,40
conv,26694,1253376,612,32,16,2,4,4,2,1,1,34,18,2,2782459,4533513,3,98532168,18120706,4,100499456,90.5388,1,54.9446,5136384,2158592,182435840,13926400,0.253761,99.8011,822083584,0,571674624,57647104,831416320,268144640,0,85356544,2,5.03804,0,0,0,1,1,5,11.3204,94.1472,93.3938,1024,37800,400,0,54
conv,4137,1253376,612,32,16,2,4,4,2,7,0,34,18,5,2206738,2103633,2,6795156,4194306,3,9281536,0,4,63.3576,4669440,1449984,0,0,0.246725,98.9467,822083584,0,182448128,6266880,110436352,48992256,0,39055360,5,32.845,0,0,0,1,1,3,46.4711,94.1803,93.6353,768,37520,0,0,80
conv,4278,1253376,612,32,16,2,4,4,2,7,1,34,18,5,2334789,2103753,2,6795220,4194306,3,9281536,0,4,54.9446,5136384,2158592,0,0,0.24362,99.0144,822083584,0,182448128,6266880,118384640,42700800,0,39114752,5,31.4637,0,0,0,1,1,3,44.7321,94.1807,93.6255,768,37800,0,0,80
conv,30779,2973696,726,32,16,2,8,1,1,1,0,33,22,4,5468459,21530294,3,133383182,43270146,5,122232832,75.1516,2,24.8137,24285184,4571136,211943424,26492928,0.507338,99.9827,822083584,0,1280294912,109584384,1194360832,83918848,0,116207616,2,4.35622,0,0,0,1,1,6,16.5603,94.4697,93.8579,1024,23056,392,0,32
conv,31435,2973696,726,32,16,2,8,1,1,1,1,33,22,4,5701562,21312179,3,133531052,43270146,5,122232832,75.1516,4,14.9412,43352064,4571136,211943424,26492928,0.511394,99.9766,822083584,0,1280294912,109584384,1297121280,86016000,0,119689216,2,4.28408,0,0,0,1,1,6,16.8097,94.4595,93.8655,1024,23144,392,0,32
conv,16206,2973696,726,32,16,2,8,1,1,7,1,33,22,2,2363315,2104433,2,27281386,16777218,2,16261120,0,7,14.9412,43352064,4571136,0,0,0.248885,99.4904,822083584,0,125583360,2973696,372277248,90554368,0,46718976,2,8.16878,0,0,0,1,1,2,11.9756,94.7106,94.5462,896,23144,0,0,72
